speaker_id,accent,word,distance,n_ref,speaker_dur,am_dur,all_dur,norm_dist
keith,Chinese,side,4.841581543873002,6,0.4,0.33667,0.39333,0.2420791
keith,Chinese,people,2.913339463171015,6,0.32,0.29333,0.324,0.1820837
keith,Chinese,understand,8.050981839375046,6,0.5,0.42333,0.41533,0.3220393
keith,Chinese,options,15.235104382066298,6,0.66,0.76,0.73867,0.4009238
keith,Chinese,think,2.4810500257431483,6,0.26,0.24667,0.31533,0.19085
keith,Chinese,i'm,4.150431629928782,6,0.24,0.31667,0.20431,0.2621325
keith,Chinese,strong,3.568780787159112,6,0.32,0.23333,0.24267,0.2230488
keith,Chinese,candidate,6.229892044015862,6,0.58,0.39667,0.416,0.2148239
keith,Chinese,because,13.25881323172029,6,0.74,0.38667,0.454,0.3583463
keith,Chinese,have,2.2446866413500763,6,0.24,0.18,0.176,0.1870572
keith,Chinese,solid,5.036005424859133,6,0.36,0.35333,0.34133,0.2797781
keith,Chinese,experience,6.321239477333175,6,0.52,0.4,0.40933,0.2431246
keith,Chinese,with,4.6379218950221395,6,0.44,0.38,0.32567,0.2108146
keith,Chinese,customers,13.654727929083052,6,0.68,0.65333,0.64933,0.4016096
harry,Chinese,i,0.918539354136767,6,0.04,0.15333,0.28558,0.1198095
harry,Chinese,graduated,5.275617613164481,6,0.4,0.44667,0.46267,0.2362217
harry,Chinese,about,17.420747820797374,6,0.92,0.38333,0.43933,0.3787119
harry,Chinese,years,1.0971737060382376,6,0.22,0.21,0.244,0.0997431
harry,Chinese,ago,4.715175346047347,6,0.3,0.36667,0.34133,0.2571914
harry,Chinese,and,3.927710935628623,6,0.26,0.33333,0.41227,0.2356627
harry,Chinese,i've,2.880356126651753,6,0.28,0.24,0.274,0.2057397
harry,Chinese,been,0.7348582455694168,6,0.14,0.13333,0.14933,0.1049797
harry,Chinese,working,2.515603223751703,6,0.28,0.28667,0.30667,0.1755072
harry,Chinese,in,5.130390504461798,6,0.36,0.31,0.28667,0.2850217
harry,Chinese,customer,16.585962821804248,6,0.8,0.32333,0.386,0.4146491
harry,Chinese,service,12.632544508867252,6,0.68,0.39,0.43,0.3715454
harry,Chinese,client,5.055085239365485,6,0.42,0.31333,0.37333,0.2407183
harry,Chinese,roles,1.479376822947474,6,0.14,0.19667,0.32667,0.1504451
harry,Chinese,since,17.11638242854527,6,0.9,0.37333,0.47533,0.3803641
harry,Chinese,then,12.4740712808332,6,0.72,0.47,0.506,0.346502
harry,Chinese,most,6.6370354564927645,6,0.14,0.30667,0.19733,0.4328501
harry,Chinese,recently,6.4129593427935925,6,0.5,0.46,0.52133,0.2565184
harry,Chinese,was,1.7847889352944992,6,0.22,0.16,0.17933,0.1622535
harry,Chinese,at,1.8725125135937384,6,0.26,0.15333,0.184,0.1440394
harry,Chinese,a,2.3104470233435053,6,0.2,0.12333,0.09367,0.2310447
harry,Chinese,financial,5.005562462427798,6,0.44,0.29,0.27767,0.2275256
harry,Chinese,services,11.440250481317277,6,0.64,0.36333,0.47667,0.3575078
harry,Chinese,firm,5.730829022487999,6,0.54,0.51333,0.574,0.2122529
harry,Chinese,helping,14.86409970110492,6,0.82,0.46333,0.66533,0.362539
harry,Chinese,onboard,10.380986586755377,6,0.6,0.36667,0.4069,0.3460329
harry,Chinese,clients,5.293863362658699,6,0.52,0.44,0.55467,0.2036101
harry,Chinese,answer,4.285014459933156,6,0.44,0.35667,0.44,0.1947734
harry,Chinese,their,2.086665920930572,6,0.28,0.17667,0.34237,0.1490476
harry,Chinese,questions,3.208944468060063,6,0.32,0.28667,0.31,0.200559
harry,Chinese,accounts,22.27590190972751,6,1.16,0.63,0.796,0.3840673
harry,Chinese,really,3.18291204233588,6,0.26,0.30667,0.27467,0.2075812
harry,Chinese,enjoy,4.780180855032782,6,0.4,0.32667,0.37667,0.239009
harry,Chinese,being,6.2195948501418945,6,0.42,0.34667,0.37933,0.2961712
harry,Chinese,that,2.923830633953015,6,0.28,0.28,0.32267,0.208845
harry,Chinese,connection,5.515237119558791,6,0.42,0.36,0.37867,0.2626303
harry,Chinese,between,5.858857354186778,6,0.48,0.44,0.49933,0.2441191
harry,Chinese,the,3.283467633945911,6,0.32,0.31333,0.27471,0.2052167
harry,Chinese,technical,17.974618260779106,6,0.9,0.31667,0.35533,0.399436
harry,Chinese,side,6.253196649098509,6,0.52,0.33667,0.39333,0.2405076
harry,Chinese,people,2.921287659163557,6,0.32,0.29333,0.324,0.1825805
harry,Chinese,understand,6.704275644098229,6,0.46,0.42333,0.41533,0.2914902
harry,Chinese,options,17.6300984485239,6,0.86,0.76,0.73867,0.4100023
lee,Chinese,i,0.9192751428122388,6,0.04,0.15333,0.28558,0.1199055
lee,Chinese,graduated,6.799047059642127,6,0.5,0.44667,0.46267,0.2719619
lee,Chinese,about,6.941214771704473,6,0.5,0.38333,0.43933,0.2776486
lee,Chinese,three,2.906728882668626,6,0.28,0.29,0.34,0.2004641
lee,Chinese,years,1.5537721168631788,6,0.24,0.21,0.244,0.129481
lee,Chinese,ago,3.4180177868936332,6,0.32,0.36667,0.34133,0.1864373
lee,Chinese,and,7.288825177605344,6,0.54,0.33333,0.41227,0.2699565
lee,Chinese,i've,2.6579136872054083,6,0.2,0.24,0.274,0.2214928
lee,Chinese,been,0.7322867138153555,6,0.14,0.13333,0.14933,0.1046124
lee,Chinese,working,3.340625923248849,6,0.3,0.28667,0.30667,0.2227084
lee,Chinese,in,4.172216695501212,6,0.24,0.31,0.28667,0.2691753
lee,Chinese,customer,4.91566183687815,6,0.36,0.32333,0.386,0.2730923
lee,Chinese,service,5.606508116341584,6,0.48,0.39,0.43,0.2336045
lee,Chinese,client,2.822904463018592,6,0.28,0.31333,0.37333,0.1801854
lee,Chinese,roles,3.3658629115841947,6,0.32,0.19667,0.32667,0.2103664
lee,Chinese,since,4.865191784427408,6,0.44,0.37333,0.47533,0.2211451
lee,Chinese,then,7.114215133405287,6,0.56,0.47,0.506,0.2540791
lee,Chinese,most,6.014830971472885,6,0.12,0.30667,0.19733,0.3922716
lee,Chinese,recently,6.860450565923401,6,0.56,0.46,0.52133,0.2450161
lee,Chinese,was,0.9462519943549575,6,0.16,0.16,0.17933,0.1182815
lee,Chinese,at,1.6394343067976342,6,0.22,0.15333,0.184,0.1490395
lee,Chinese,a,1.2700963484541097,6,0.14,0.12333,0.09367,0.1814423
lee,Chinese,financial,3.8264341150890178,6,0.3,0.29,0.27767,0.2550956
lee,Chinese,services,5.651572779444227,6,0.48,0.36333,0.47667,0.2354822
lee,Chinese,firm,5.927984395656655,6,0.5,0.51333,0.574,0.2309604
lee,Chinese,helping,12.807755816760142,6,0.68,0.46333,0.66533,0.3766987
lee,Chinese,onboard,4.998668509899996,6,0.4,0.36667,0.4069,0.2499334
lee,Chinese,clients,7.118455996974078,6,0.56,0.44,0.55467,0.2542306
lee,Chinese,answer,4.666102591555286,6,0.34,0.35667,0.44,0.2616506
lee,Chinese,their,1.7703279943773775,6,0.26,0.17667,0.34237,0.1361791
lee,Chinese,questions,3.232913285937365,6,0.32,0.28667,0.31,0.2020571
lee,Chinese,accounts,15.421099357111787,6,0.82,0.63,0.796,0.3761244
lee,Chinese,really,3.7588998984422015,6,0.34,0.30667,0.27467,0.2211118
lee,Chinese,enjoy,4.7596518769405245,6,0.4,0.32667,0.37667,0.2379826
lee,Chinese,being,4.954886872746083,6,0.32,0.34667,0.37933,0.2858589
lee,Chinese,that,2.9895523162756525,6,0.28,0.28,0.32267,0.2135395
lee,Chinese,connection,5.649724588260132,6,0.42,0.36,0.37867,0.2690345
lee,Chinese,between,5.335384637497839,6,0.44,0.44,0.49933,0.2425175
lee,Chinese,the,3.3345376229447248,6,0.24,0.31333,0.27471,0.2128428
lee,Chinese,technical,3.5430732498316004,6,0.34,0.31667,0.35533,0.2084161
lee,Chinese,side,2.9610941992944553,6,0.36,0.33667,0.39333,0.1645052
lee,Chinese,people,2.515270466761081,6,0.3,0.29333,0.324,0.1676847
lee,Chinese,understand,5.749864153745523,6,0.32,0.42333,0.41533,0.2716471
lee,Chinese,options,15.135898795199196,6,0.72,0.76,0.73867,0.3983131
lee,Chinese,think,3.4472584959962216,6,0.32,0.24667,0.31533,0.2154537
lee,Chinese,i'm,4.187058281980678,6,0.28,0.31667,0.20431,0.2644458
lee,Chinese,strong,2.0927200715769176,6,0.26,0.23333,0.24267,0.1609785
lee,Chinese,candidate,4.066395679124205,6,0.44,0.39667,0.416,0.1848362
lee,Chinese,because,4.781899988522519,6,0.38,0.38667,0.454,0.2473397
lee,Chinese,have,2.326564762814456,6,0.22,0.18,0.176,0.2115059
lee,Chinese,solid,3.3860672401162817,6,0.34,0.35333,0.34133,0.1916642
lee,Chinese,experience,5.406093392512127,6,0.46,0.4,0.40933,0.2350475
lee,Chinese,with,5.317675132239709,6,0.4,0.38,0.32567,0.2658838
lee,Chinese,customers,15.073857216512527,6,0.78,0.65333,0.64933,0.3865092
lee,Chinese,getting,3.56565007858619,5,0.3,0.14667,0.14067,0.23771
ann,Chinese,i,1.6392848390197907,6,0.08,0.15333,0.28558,0.2138198
ann,Chinese,graduated,6.725554942739397,6,0.5,0.44667,0.46267,0.2690222
ann,Chinese,about,10.271730420061074,6,0.6,0.38333,0.43933,0.342391
ann,Chinese,years,2.182600290239287,6,0.28,0.21,0.244,0.1559
ann,Chinese,ago,4.097178557829064,6,0.38,0.36667,0.34133,0.215641
ann,Chinese,and,7.606193779414331,6,0.56,0.33333,0.41227,0.2716498
ann,Chinese,i've,2.85088051243007,6,0.26,0.24,0.274,0.2192985
ann,Chinese,been,1.9865330370226884,6,0.22,0.13333,0.14933,0.1805939
ann,Chinese,working,4.547655553546604,6,0.34,0.28667,0.30667,0.2675092
ann,Chinese,in,4.903399143923985,6,0.32,0.31,0.28667,0.3064624
ann,Chinese,customer,5.254133536815363,6,0.42,0.32333,0.386,0.2501968
ann,Chinese,service,3.381540316558207,6,0.44,0.39,0.43,0.1537064
ann,Chinese,client,7.102336897378883,6,0.5,0.31333,0.37333,0.2840935
ann,Chinese,roles,5.630878314780346,6,0.46,0.19667,0.32667,0.2448208
ann,Chinese,since,15.81955414718396,6,0.84,0.37333,0.47533,0.3766561
ann,Chinese,then,10.735195126724037,6,0.62,0.47,0.506,0.3462966
ann,Chinese,most,6.0118289083697505,6,0.12,0.30667,0.19733,0.3920758
ann,Chinese,recently,12.271302331427224,6,0.68,0.46,0.52133,0.3609207
ann,Chinese,was,1.6565006781897498,6,0.24,0.16,0.17933,0.1380417
ann,Chinese,at,0.8999755173465657,6,0.18,0.15333,0.184,0.0999973
ann,Chinese,a,1.0399273608445163,6,0.12,0.12333,0.09367,0.1686369
ann,Chinese,financial,7.0260476111225785,6,0.5,0.29,0.27767,0.2810419
ann,Chinese,services,6.220364683123797,6,0.52,0.36333,0.47667,0.2392448
ann,Chinese,firm,11.486900468084764,6,0.64,0.51333,0.574,0.3589656
ann,Chinese,helping,11.8796728285352,6,0.66,0.46333,0.66533,0.3599901
ann,Chinese,onboard,5.312319549437963,6,0.52,0.36667,0.4069,0.20432
ann,Chinese,clients,5.079476814885084,6,0.48,0.44,0.55467,0.2116449
ann,Chinese,answer,6.237985617061842,6,0.58,0.35667,0.44,0.215103
ann,Chinese,the,3.3196390821342363,6,0.16,0.31333,0.27471,0.2118919
ann,Chinese,questions,4.799371297131861,6,0.36,0.28667,0.31,0.2666317
ann,Chinese,accounts,16.347048373487535,6,0.86,0.63,0.796,0.3801639
ann,Chinese,really,3.253331365913249,6,0.26,0.30667,0.27467,0.2121738
ann,Chinese,enjoy,4.3193216057961665,6,0.34,0.32667,0.37667,0.2540777
ann,Chinese,being,4.836112621425677,6,0.3,0.34667,0.37933,0.2790065
ann,Chinese,that,2.7950571106091435,6,0.26,0.28,0.32267,0.1996469
ann,Chinese,connection,5.55974651847935,6,0.42,0.36,0.37867,0.2647498
ann,Chinese,between,5.208268262117645,6,0.52,0.44,0.49933,0.200318
ann,Chinese,technical,4.061440127947177,6,0.4,0.31667,0.35533,0.203072
ann,Chinese,side,4.940509898050977,6,0.42,0.33667,0.39333,0.2352624
ann,Chinese,people,7.144226838135691,6,0.54,0.29333,0.324,0.264601
ann,Chinese,understand,12.571255459640136,6,0.7,0.42333,0.41533,0.3591787
ann,Chinese,their,14.084731238522728,6,0.66,0.17667,0.34237,0.42681
ann,Chinese,options,19.450031261094463,6,1.0,0.76,0.73867,0.3890006
ann,Chinese,think,6.066989950358839,6,0.48,0.24667,0.31533,0.2527912
ann,Chinese,i'm,4.039304045929271,6,0.18,0.31667,0.20431,0.2551139
ann,Chinese,strong,1.6818756476894663,6,0.28,0.23333,0.24267,0.120134
ann,Chinese,candidate,4.265742793658135,6,0.42,0.39667,0.416,0.2031306
ann,Chinese,because,10.661357049976298,6,0.62,0.38667,0.454,0.3439147
ann,Chinese,have,2.381131775720844,6,0.24,0.18,0.176,0.1984276
ann,Chinese,solid,5.787415004870488,6,0.54,0.35333,0.34133,0.2143487
ann,Chinese,experience,5.860826982503075,6,0.48,0.4,0.40933,0.2442011
ann,Chinese,with,7.382753452102128,6,0.56,0.38,0.32567,0.2636698
ann,Chinese,customers,16.516395862817145,6,0.86,0.65333,0.64933,0.3841022
ann,Chinese,getting,1.6445034386834656,5,0.24,0.14667,0.14067,0.137042
ann,Chinese,more,4.439737639710042,5,0.34,0.17,0.139,0.261161
ann,Chinese,familiar,4.929899271127425,5,0.38,0.33333,0.222,0.2594684
ann,Chinese,products,20.266876081513228,3,1.06,0.42,0.35161,0.3823939
ann,Chinese,pretty,5.061077907593307,1,0.42,0.06667,0.09867,0.2410037
ann,Chinese,detail,14.39054223644523,1,0.78,0.06333,0.17448,0.3689883
ann,Chinese,which,13.752393564060418,1,0.74,0.06333,0.16,0.3716863
ann,Chinese,helps,4.997262208753944,1,0.4,0.04667,0.12276,0.2498631
ann,Chinese,me,2.0268688041123495,1,0.28,0.02333,0.08467,0.1447763
ann,Chinese,catch,4.505753671861998,1,0.34,0.01667,0.10966,0.2650443
ann,Chinese,mistakes,5.778515134825014,1,0.46,0.04333,0.14414,0.2512398
ann,Chinese,early,22.55771624676364,1,1.12,0.14,0.32267,0.4028164
ziyu,Chinese,i,2.0342066864260135,6,0.06,0.15333,0.28558,0.2653313
ziyu,Chinese,graduated,5.238970437707985,6,0.4,0.44667,0.46267,0.2345808
ziyu,Chinese,about,4.342928981693704,6,0.34,0.38333,0.43933,0.2265876
ziyu,Chinese,three,3.4652452168076135,6,0.3,0.29,0.34,0.2310163
ziyu,Chinese,years,4.613379393181891,6,0.34,0.21,0.244,0.2713753
ziyu,Chinese,ago,3.991610224306747,6,0.28,0.36667,0.34133,0.2177242
ziyu,Chinese,and,3.5401803092063537,6,0.36,0.33333,0.41227,0.1966767
ziyu,Chinese,i've,4.801518325953794,6,0.36,0.24,0.274,0.266751
ziyu,Chinese,been,1.5991255110173883,6,0.2,0.13333,0.14933,0.1599126
ziyu,Chinese,working,2.507657516171536,6,0.28,0.28667,0.30667,0.1749528
ziyu,Chinese,in,6.4045118007148,6,0.42,0.31,0.28667,0.3049768
ziyu,Chinese,customer,13.026621180144543,6,0.68,0.32333,0.386,0.3831359
ziyu,Chinese,service,4.840077758503835,6,0.3,0.39,0.43,0.2482091
ziyu,Chinese,client,15.638982748125317,6,0.78,0.31333,0.37333,0.4009996
ziyu,Chinese,roles,17.04729835166511,6,0.78,0.19667,0.32667,0.4371102
ziyu,Chinese,since,4.843327058341069,6,0.36,0.37333,0.47533,0.2594639
ziyu,Chinese,then,3.979921934074343,6,0.46,0.47,0.506,0.1693584
ziyu,Chinese,most,5.376589956552756,6,0.06,0.30667,0.19733,0.3506472
ziyu,Chinese,recently,11.368382000235188,6,0.66,0.46,0.52133,0.3444964
ziyu,Chinese,was,1.807014430083082,6,0.22,0.16,0.17933,0.164274
ziyu,Chinese,at,1.852415658044925,6,0.22,0.15333,0.184,0.1684014
ziyu,Chinese,a,1.950064105605822,6,0.18,0.12333,0.09367,0.2166738
ziyu,Chinese,financial,11.128217076710456,6,0.6,0.29,0.27767,0.3709406
ziyu,Chinese,services,6.190702713146673,6,0.52,0.36333,0.47667,0.238104
ziyu,Chinese,firm,5.668762964753479,6,0.58,0.51333,0.574,0.1954746
ziyu,Chinese,helping,19.260646994911863,6,1.0,0.46333,0.66533,0.3852129
ziyu,Chinese,onboard,5.447279724747637,6,0.46,0.36667,0.4069,0.2368382
ziyu,Chinese,clients,5.830315210997959,6,0.26,0.44,0.55467,0.2650143
ziyu,Chinese,answer,25.194655096948186,6,1.22,0.35667,0.44,0.4130271
ziyu,Chinese,their,5.076566272393618,6,0.4,0.17667,0.34237,0.2538283
ziyu,Chinese,questions,5.054451899081196,6,0.4,0.28667,0.31,0.2527226
ziyu,Chinese,accounts,10.891922491155157,6,0.7,0.63,0.796,0.3111978
ziyu,Chinese,really,3.628067268277769,6,0.32,0.30667,0.27467,0.2267542
ziyu,Chinese,enjoy,4.72883562107506,6,0.4,0.32667,0.37667,0.2364418
ziyu,Chinese,being,14.024803847359346,6,0.72,0.34667,0.37933,0.3895779
ziyu,Chinese,that,2.8254963518120935,6,0.26,0.28,0.32267,0.2018212
ziyu,Chinese,connection,4.441362645708584,6,0.32,0.36,0.37867,0.2467424
ziyu,Chinese,between,5.139752445338558,6,0.52,0.44,0.49933,0.1976828
ziyu,Chinese,the,3.374987777425332,6,0.24,0.31333,0.27471,0.2154248
ziyu,Chinese,technical,3.1908199115329694,6,0.32,0.31667,0.35533,0.1994262
ziyu,Chinese,side,3.696459746192518,6,0.34,0.33667,0.39333,0.2174388
ziyu,Chinese,people,2.880361804991477,6,0.32,0.29333,0.324,0.1800226
ziyu,Chinese,understand,7.547841037354388,6,0.52,0.42333,0.41533,0.2903016
ziyu,Chinese,options,20.18235537592112,6,1.04,0.76,0.73867,0.3881222
ziyu,Chinese,think,4.606185063657441,6,0.36,0.24667,0.31533,0.2558992
ziyu,Chinese,i'm,4.383589570978395,6,0.14,0.31667,0.20431,0.2768583
ziyu,Chinese,strong,1.7031137418876223,6,0.28,0.23333,0.24267,0.121651
ziyu,Chinese,candidate,3.4859442188397076,6,0.46,0.39667,0.416,0.1515628
ziyu,Chinese,because,4.746927162196427,6,0.38,0.38667,0.454,0.2455307
ziyu,Chinese,have,2.145157745248525,6,0.2,0.18,0.176,0.2145158
ziyu,Chinese,solid,5.049540786775615,6,0.36,0.35333,0.34133,0.28053
ziyu,Chinese,experience,4.968280990322557,6,0.4,0.4,0.40933,0.248414
ziyu,Chinese,with,12.44017811111789,6,0.7,0.38,0.32567,0.3554337
ziyu,Chinese,customers,11.032810178076929,6,0.66,0.65333,0.64933,0.3343276
ziyu,Chinese,getting,0.7700402138557199,5,0.18,0.14667,0.14067,0.08556
ziyu,Chinese,more,3.4033096069191777,5,0.32,0.17,0.139,0.2127069
ziyu,Chinese,familiar,5.775739721439816,5,0.48,0.33333,0.222,0.2406558
ziyu,Chinese,products,13.312574365415854,3,0.52,0.42,0.35161,0.5120221
ziyu,Chinese,pretty,5.095081868952024,1,0.28,0.06667,0.09867,0.3639344
ziyu,Chinese,detail,5.184658841196034,1,0.28,0.06333,0.17448,0.3703328
ziyu,Chinese,which,0.0678184114505969,1,0.38,0.06333,0.16,0.0035694
ziyu,Chinese,helps,3.785004252910943,1,0.3,0.04667,0.12276,0.2523336
ziyu,Chinese,me,1.463147553317444,1,0.24,0.02333,0.08467,0.121929
ziyu,Chinese,catch,2.760337272311124,1,0.28,0.01667,0.10966,0.1971669
ziyu,Chinese,early,0.1248708074524695,1,0.84,0.14,0.32267,0.0029731
julia,Chinese,i,1.5618375992200295,6,0.08,0.15333,0.28558,0.2037179
julia,Chinese,graduated,5.247771164847158,6,0.4,0.44667,0.46267,0.2349748
julia,Chinese,about,4.861091244198097,6,0.26,0.38333,0.43933,0.2536222
julia,Chinese,three,2.456848854248117,6,0.24,0.29,0.34,0.1694379
julia,Chinese,years,1.8201864304026172,6,0.26,0.21,0.244,0.1400143
julia,Chinese,ago,4.126250977980319,6,0.38,0.36667,0.34133,0.2171711
julia,Chinese,and,3.9178149899950654,6,0.28,0.33333,0.41227,0.2350689
julia,Chinese,i've,3.321402210372915,6,0.4,0.24,0.274,0.1660701
julia,Chinese,been,2.275515023483682,6,0.26,0.13333,0.14933,0.1750396
julia,Chinese,working,4.905069264500711,6,0.36,0.28667,0.30667,0.2725038
julia,Chinese,in,7.565183342529092,6,0.52,0.31,0.28667,0.2909686
julia,Chinese,customer,5.693136579126883,6,0.42,0.32333,0.386,0.2711017
julia,Chinese,service,4.593895876120556,6,0.42,0.39,0.43,0.2187569
julia,Chinese,client,6.418812667961213,6,0.52,0.31333,0.37333,0.2468774
julia,Chinese,roles,5.114347822485359,6,0.38,0.19667,0.32667,0.2691762
julia,Chinese,since,4.942407412821285,6,0.36,0.37333,0.47533,0.2647718
julia,Chinese,then,4.913518294712692,6,0.4,0.47,0.506,0.2090859
julia,Chinese,most,5.391859413138765,6,0.06,0.30667,0.19733,0.351643
julia,Chinese,recently,5.984671617399543,6,0.52,0.46,0.52133,0.2301797
julia,Chinese,was,2.0785877495576988,6,0.28,0.16,0.17933,0.1484706
julia,Chinese,at,5.046540733563518,6,0.4,0.15333,0.184,0.252327
julia,Chinese,a,6.427391131934873,6,0.48,0.12333,0.09367,0.267808
julia,Chinese,financial,4.950799741918877,6,0.42,0.29,0.27767,0.2357524
julia,Chinese,services,5.20168555787227,6,0.46,0.36333,0.47667,0.2261602
julia,Chinese,firm,6.436629402692913,6,0.52,0.51333,0.574,0.2475627
julia,Chinese,helping,12.021729355462291,6,0.7,0.46333,0.66533,0.343478
julia,Chinese,onboard,7.022207383498562,6,0.5,0.36667,0.4069,0.2808883
julia,Chinese,clients,6.7360540214924045,6,0.54,0.44,0.55467,0.2494835
julia,Chinese,answer,11.419212032563278,6,0.62,0.35667,0.44,0.3683617
julia,Chinese,their,0.9634646860182392,6,0.2,0.17667,0.34237,0.0963465
julia,Chinese,questions,2.868929999343558,6,0.34,0.28667,0.31,0.1687606
julia,Chinese,accounts,18.250161389830275,6,0.96,0.63,0.796,0.3802117
julia,Chinese,really,3.215532804809975,6,0.26,0.30667,0.27467,0.2097087
julia,Chinese,enjoy,6.762492062243318,6,0.54,0.32667,0.37667,0.2504627
julia,Chinese,being,4.843896489968071,6,0.32,0.34667,0.37933,0.2794556
julia,Chinese,that,4.699936765359831,6,0.34,0.28,0.32267,0.2764669
julia,Chinese,connection,7.0623914214479235,6,0.54,0.36,0.37867,0.2615701
julia,Chinese,between,7.252024078749436,6,0.58,0.44,0.49933,0.2500698
julia,Chinese,the,3.8944972496570927,6,0.36,0.31333,0.27471,0.216361
julia,Chinese,technical,4.10129099341543,6,0.3,0.31667,0.35533,0.2590289
julia,Chinese,side,3.755621545093534,6,0.34,0.33667,0.39333,0.2209189
julia,Chinese,people,2.5541576312096717,6,0.3,0.29333,0.324,0.1702772
julia,Chinese,understand,6.6997262547267225,6,0.46,0.42333,0.41533,0.2912924
julia,Chinese,options,14.051689149073384,6,0.6,0.76,0.73867,0.3697813
julia,Chinese,think,17.602144269734538,6,0.8,0.24667,0.31533,0.4400536
julia,Chinese,i'm,6.462180864871217,6,0.38,0.31667,0.20431,0.3401148
julia,Chinese,strong,5.378975291164395,6,0.38,0.23333,0.24267,0.283104
julia,Chinese,candidate,6.745888266290627,6,0.5,0.39667,0.416,0.2698355
julia,Chinese,because,6.70117398789881,6,0.5,0.38667,0.454,0.268047
julia,Chinese,have,1.644475570268871,6,0.18,0.18,0.176,0.1827195
julia,Chinese,solid,3.7873791401149255,6,0.28,0.35333,0.34133,0.21438
julia,Chinese,experience,4.5431888380007655,6,0.32,0.4,0.40933,0.2271594
julia,Chinese,with,6.907359701214507,6,0.54,0.38,0.32567,0.2558281
julia,Chinese,customers,11.291634189822952,6,0.58,0.65333,0.64933,0.3456623
julia,Chinese,getting,1.6473943983192625,5,0.22,0.14667,0.14067,0.1497631
julia,Chinese,more,1.455000804192078,5,0.24,0.17,0.139,0.1212501
julia,Chinese,familiar,4.248565666847666,5,0.34,0.33333,0.222,0.2499156
julia,Chinese,products,13.092192014636115,3,0.82,0.42,0.35161,0.3193218
julia,Chinese,pretty,5.2375684120720685,1,0.2,0.06667,0.09867,0.5237568
julia,Chinese,detail,4.678648419846669,1,0.4,0.06333,0.17448,0.2339324
julia,Chinese,which,5.181896605425135,1,0.18,0.06333,0.16,0.5757663
