file_path,category,speaker_name_from_file,name,consent_18_plus,data_sharing_consent,age_range,english_acquired_location,native_language,other_languages,age_learned_english,countries_lived,gender,uw_affiliation,recording_device,language_background_notes,accent_nationality_origin,audio_quality_rating,quality_notes,prompt_type,script_type,prompt,model_version,model_output
client-disagreement/cd - speaker_02.wav,client-disagreement,speaker_02,speaker_02,Yes,Yes,18-24,Poland,Polish&English,Italian,native,"Poland, Scotland",Male,No,Windows (PC),"Born in Poland, grew up bilingual, living in Scotland for the past 6 years.",British,9.0,"clear voice, slight white noise",native,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, compare the candidate's content to that of a native English speaker, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-4o-audio-preview,"The candidate provided a clear and well-organized response that directly addressed the question. They described the situation with enough detail to show the context of the disagreement and their recommendation. The response demonstrated a logical flow by explaining the client’s perspective, the candidate’s approach to understanding that perspective, and how they worked through the disagreement. The candidate also highlighted the importance of listening and compromise, which shows a good understanding of client relationship management. The answer was complete, covering the initial disagreement, the process of resolution, and the outcome. Overall, the content was strong and comparable to what one would expect from a native English speaker in terms of clarity, coherence, and relevance.  Rating: 6"
client-disagreement/cd - speaker_02.wav,client-disagreement,speaker_02,speaker_02,Yes,Yes,18-24,Poland,Polish&English,Italian,native,"Poland, Scotland",Male,No,Windows (PC),"Born in Poland, grew up bilingual, living in Scotland for the past 6 years.",British,9.0,"clear voice, slight white noise",native,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, compare the candidate's speech delivery to that of a native English speaker, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-4o-audio-preview,"The candidate's vocal presentation is quite clear, with good articulation and minimal filler words, which helps maintain listener engagement. The pacing is steady and measured, though slightly on the slower side, which can be beneficial for clarity but may reduce the sense of dynamism. The tone conveys a reasonable level of confidence, though it could be more engaging with slight variations in pitch and emphasis to highlight key points. Overall, the verbal fluency is solid, with smooth transitions between ideas and no noticeable hesitations. With a bit more energy and variation in tone, the delivery could feel more compelling.   Rating: 5"
client-disagreement/cd - speaker_09.wav,client-disagreement,speaker_09,speaker_09,Yes,Yes,25-34,Nigeria ,Yoruba,English,3,United states,female,No,iphone (mobile),,Nigerian,10.0,"clear audio, no noise, small minor mistakes",critical,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, help the candidate improve their response content by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-4o-audio-preview,"The candidate provided a clear and relevant example that directly addressed the question. They demonstrated a thoughtful approach by seeking to understand the client’s perspective rather than simply insisting on their own recommendation. The response showed good organization, with a logical flow from the initial disagreement to the resolution. The candidate also highlighted key elements of client management, such as active listening, collaboration, and compromise. However, the response could be improved by briefly reflecting on what they learned from the experience or how it influenced their future client interactions. Overall, the content was strong, but adding a bit more reflection would make it more complete.  Rating: 6"
client-disagreement/cd - speaker_09.wav,client-disagreement,speaker_09,speaker_09,Yes,Yes,25-34,Nigeria ,Yoruba,English,3,United states,female,No,iphone (mobile),,Nigerian,10.0,"clear audio, no noise, small minor mistakes",critical,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, help the candidate improve their response delivery by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-4o-audio-preview,"The candidate's vocal presentation was clear and easy to understand, with good articulation throughout the response. The pacing was generally steady, though there were a few moments where the rhythm slightly slowed, which could be improved for a more dynamic delivery. The tone conveyed a sense of calm and professionalism, but there was room for more energy and engagement to better reflect confidence. Overall, the verbal fluency was solid, with minimal filler words, though a bit more variation in tone could enhance the listener’s engagement. With slight improvements in pacing and energy, the delivery would be even more compelling.  Rating: 5"
client-disagreement/cd - speaker_09.wav,client-disagreement,speaker_09,speaker_09,Yes,Yes,25-34,Nigeria ,Yoruba,English,3,United states,female,No,iphone (mobile),,Nigerian,10.0,"clear audio, no noise, small minor mistakes",ideal,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, compare the candidate's content to that of an ideal employee, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-4o-audio-preview,"The candidate provided a clear and well-organized response that directly addressed the question. They described the situation with enough detail to understand the context, including the client's perspective and the candidate's recommendation. The response showed a good balance of empathy and professionalism by listening to the client’s reasoning and then guiding them through potential scenarios. The candidate demonstrated a logical flow by explaining how they acknowledged the client’s expertise while still emphasizing the importance of diversification. The resolution was also well-explained, showing a compromise that satisfied both parties. Overall, the response was relevant, complete, and coherent, though it could have included a bit more detail on how they specifically communicated the risks or any tools they used to illustrate their point.   Rating: 6"
client-disagreement/cd - speaker_09.wav,client-disagreement,speaker_09,speaker_09,Yes,Yes,25-34,Nigeria ,Yoruba,English,3,United states,female,No,iphone (mobile),,Nigerian,10.0,"clear audio, no noise, small minor mistakes",ideal,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, compare the candidate's speech delivery to that of an ideal employee, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-4o-audio-preview,"The candidate's vocal presentation was clear and easy to understand, with good articulation throughout the response. The pacing was steady, though slightly on the slower side, which allowed for clarity but could have been a bit more dynamic to maintain engagement. The tone conveyed a sense of calm confidence, though it could have been more energetic to fully engage the listener. Overall, the verbal fluency was smooth, with minimal hesitation or filler words, which contributed to a professional delivery. With a bit more variation in tone and pacing, the candidate could enhance their delivery further.  Rating: 5"
client-disagreement/cd - speaker_09.wav,client-disagreement,speaker_09,speaker_09,Yes,Yes,25-34,Nigeria ,Yoruba,English,3,United states,female,No,iphone (mobile),,Nigerian,10.0,"clear audio, no noise, small minor mistakes",native,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, compare the candidate's content to that of a native English speaker, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-4o-audio-preview,"The candidate provided a clear and well-organized response that directly addressed the question. They described the situation with enough detail to understand the context, including the client's initial disagreement and the candidate’s recommendation for diversification. The candidate demonstrated a thoughtful approach by seeking to understand the client’s perspective rather than simply insisting on their own recommendation. They also explained how they worked through scenarios to illustrate the risks, which shows a logical and collaborative approach to problem-solving. The resolution was clearly stated, showing a compromise that balanced both parties' concerns. The response was coherent, relevant, and complete, with a logical flow from the problem to the resolution. Overall, the content was strong and comparable to that of a native English speaker in terms of clarity and organization.  Rating: 6"
client-disagreement/cd - speaker_09.wav,client-disagreement,speaker_09,speaker_09,Yes,Yes,25-34,Nigeria ,Yoruba,English,3,United states,female,No,iphone (mobile),,Nigerian,10.0,"clear audio, no noise, small minor mistakes",native,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, compare the candidate's speech delivery to that of a native English speaker, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-4o-audio-preview,"The candidate's vocal presentation is clear and easy to understand, with good articulation and minimal hesitation. The pacing is generally steady, though there are a few moments where the rhythm slightly slows down, but not to the point of distraction. The tone conveys a sense of calm confidence, and the candidate seems engaged with the topic, which helps maintain listener interest. There is a natural flow to the speech, and the candidate demonstrates verbal fluency, with only minor pauses or filler words. Overall, the delivery is quite strong and comparable to that of a proficient English speaker, though there is still room for slight improvement in pacing and rhythm to achieve a more polished delivery.  Rating: 6"
client-disagreement/cd - speaker_03.wav,client-disagreement,speaker_03,speaker_03,Yes,Yes,18-24,India,Odia,"Hindi, Bengali, English",3,India,female,No,Macbook (PC),,Indian,10.0,"clear audio, no noise.",critical,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, help the candidate improve their response content by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-4o-audio-preview,"The candidate provided a clear and relevant example that directly addressed the question. They demonstrated a good understanding of client management by listening to the client’s perspective and engaging in a collaborative discussion rather than simply insisting on their own recommendation. The response showed logical flow, starting with the client’s initial disagreement, followed by the candidate’s approach to understanding the client’s reasoning, and ending with a compromise that balanced both perspectives. However, the response could be improved by adding more detail about the specific scenarios discussed or how the compromise was reached, which would provide a more complete picture of the resolution process. Overall, the content was well-organized and coherent, but a bit more depth would elevate the response further.  Rating: 5"
client-disagreement/cd - speaker_03.wav,client-disagreement,speaker_03,speaker_03,Yes,Yes,18-24,India,Odia,"Hindi, Bengali, English",3,India,female,No,Macbook (PC),,Indian,10.0,"clear audio, no noise.",critical,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, help the candidate improve their response delivery by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-4o-audio-preview,"The candidate’s vocal presentation is clear and well-articulated, making it easy to follow their response. The pacing is steady and measured, without rushing or dragging, which helps maintain listener engagement. The tone conveys a sense of calm confidence, though there is room for a bit more energy or enthusiasm to enhance engagement. Overall, the candidate demonstrates good verbal fluency, with minimal hesitation or filler words, which contributes to a smooth delivery. To improve, the candidate could add slight variations in tone to emphasize key points and further engage the listener.   Rating: 6"
client-disagreement/cd - speaker_03.wav,client-disagreement,speaker_03,speaker_03,Yes,Yes,18-24,India,Odia,"Hindi, Bengali, English",3,India,female,No,Macbook (PC),,Indian,10.0,"clear audio, no noise.",ideal,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, compare the candidate's content to that of an ideal employee, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-4o-audio-preview,"The candidate provided a clear and well-organized response that directly addressed the question. They described the situation with enough detail to understand the client’s perspective and the nature of the disagreement. The candidate demonstrated a thoughtful approach by seeking to understand the client’s reasoning rather than simply insisting on their own recommendation. They also showed good problem-solving skills by walking through scenarios and explaining the importance of diversification in a way that respected the client’s expertise. The resolution was balanced, showing a compromise that satisfied both parties. The response was coherent, logically structured, and complete, covering the situation, action, and result effectively. Overall, the content reflects a strong level of competence.  Rating: 6"
client-disagreement/cd - speaker_03.wav,client-disagreement,speaker_03,speaker_03,Yes,Yes,18-24,India,Odia,"Hindi, Bengali, English",3,India,female,No,Macbook (PC),,Indian,10.0,"clear audio, no noise.",ideal,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, compare the candidate's speech delivery to that of an ideal employee, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-4o-audio-preview,"The candidate's vocal presentation was clear and well-articulated, making it easy to follow their response. The pacing was steady and measured, without rushing or dragging, which contributed to a sense of calm and control. The tone conveyed confidence and engagement, suggesting that the candidate was comfortable and thoughtful in their delivery. There were no noticeable hesitations or filler words, indicating strong verbal fluency. Overall, the candidate's speech delivery was professional and comparable to that of an ideal employee in terms of clarity, pacing, and confidence.  Rating: 6"
client-disagreement/cd - speaker_03.wav,client-disagreement,speaker_03,speaker_03,Yes,Yes,18-24,India,Odia,"Hindi, Bengali, English",3,India,female,No,Macbook (PC),,Indian,10.0,"clear audio, no noise.",native,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, compare the candidate's content to that of a native English speaker, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-4o-audio-preview,"The candidate provided a clear and well-organized response that directly addressed the question. They described the situation with enough detail to understand the client’s perspective and the disagreement. The candidate’s approach to handling the disagreement was thoughtful, as they sought to understand the client’s reasoning before presenting their own perspective. The logical flow of the response was strong, moving from the initial disagreement to the collaborative discussion and eventual compromise. The candidate also demonstrated a good understanding of balancing client relationships with professional recommendations. The answer was complete, covering the situation, action, and result, and showed a mature approach to conflict resolution. Overall, the content was comparable to that of a native English speaker in terms of clarity, coherence, and relevance.  Rating: 6"
