file_path,category,speaker_name_from_file,name,consent_18_plus,data_sharing_consent,age_range,english_acquired_location,native_language,other_languages,age_learned_english,countries_lived,gender,uw_affiliation,recording_device,language_background_notes,accent_nationality_origin,audio_quality_rating,quality_notes,prompt_type,script_type,prompt,model_version,model_output
client-disagreement/cd - speaker_05.wav,client-disagreement,speaker_05,speaker_05,Yes,Yes,18-24,"born and grew up in the United States, specifically in the greater Seattle area",English,Mandarin,native,United States,male,No,Macbook (PC),,American,10.0,"clear audio, no noise.",critical,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, help the candidate improve their response content by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gemini-2.5-pro,"The candidate provides a strong, well-structured response that effectively uses the STAR (Situation, Task, Action, Result) method. The situation is clear, and the actions taken demonstrate excellent client management and problem-solving skills. Instead of being confrontational, the candidate sought to understand the client's perspective, acknowledged their expertise, and then collaboratively explored the risks through scenario planning. This approach shows maturity and an ability to educate rather than dictate. The resolution—a compromise that still managed risk while making the client feel heard—is a realistic and positive outcome. To elevate this response further, the candidate could add a slightly more specific detail, such as quantifying the risk by saying, ""We looked at what a 30% drop in that one stock would mean for their overall retirement timeline,"" which would add another layer of professional credibility to their process.  Rating: 6"
client-disagreement/cd - speaker_05.wav,client-disagreement,speaker_05,speaker_05,Yes,Yes,18-24,"born and grew up in the United States, specifically in the greater Seattle area",English,Mandarin,native,United States,male,No,Macbook (PC),,American,10.0,"clear audio, no noise.",critical,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, help the candidate improve their response delivery by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gemini-2.5-pro,"While your response is clear and generally easy to understand, your vocal delivery could be significantly improved to project more confidence and engagement. Your pacing is somewhat slow and monotonous, lacking the natural rhythm of conversational speech, which makes the story feel rehearsed rather than authentically recalled. To improve, focus on varying your pace and incorporating more vocal inflection; for instance, you could slightly raise your pitch when describing the client's pushback and adopt a more measured, thoughtful tone when explaining your own strategy. There was also a noticeable hesitation and repetition (""...through their uh through their thinking...""), which momentarily broke the fluency of your response. Practicing the key points of your story, rather than a full script, will help you sound more natural, dynamic, and assured in your delivery.  Rating: 4"
client-disagreement/cd - speaker_06.wav,client-disagreement,speaker_06,speaker_06,Yes,Yes,18-24,United States,English,Japanese,native,United States,female,Yes - Student,iphone (mobile),,American,9.0,"clear audio, no noise, slight consistent noise from fan",critical,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, help the candidate improve their response content by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gemini-2.5-pro,"This is a strong, well-structured response that effectively demonstrates key skills in client management and consultative problem-solving. You clearly articulate the situation, your initial recommendation, the client's pushback, and the specific actions you took, which is an excellent use of the STAR method. Your approach of seeking to understand the client's reasoning (""asked them to walk me through their thinking"") before arguing your point is a sign of high emotional intelligence. Furthermore, acknowledging their expertise while gently educating them on the principle of risk management and reaching a realistic compromise shows maturity and a client-centric focus. To make this response even more impactful, you could add a touch more specificity, for instance, by quantifying the compromise (e.g., ""They initially wanted 40% in that stock, my model suggested 5%, and we landed on 15%""). This would add a layer of concrete detail to an already excellent example of navigating a professional disagreement.  Rating: 6"
client-disagreement/cd - speaker_06.wav,client-disagreement,speaker_06,speaker_06,Yes,Yes,18-24,United States,English,Japanese,native,United States,female,Yes - Student,iphone (mobile),,American,9.0,"clear audio, no noise, slight consistent noise from fan",critical,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, help the candidate improve their response delivery by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gemini-2.5-pro,"Your response is clear and you avoid filler words, which provides a good foundation. However, your delivery could be significantly strengthened by focusing on pacing and vocal variety. Your speech is consistently fast, which makes the response feel rushed and a bit monotonous, as if you are reciting a pre-written script rather than sharing a personal experience. Try intentionally slowing down and incorporating brief pauses after key phrases or sentences; this will give your points more weight and make you sound more deliberate and confident. Additionally, work on varying your vocal tone and inflection to convey more engagement. Emphasizing key words like ""pushed back,"" ""understand,"" or ""compromise"" will make the narrative more dynamic and compelling for the listener.  Rating: 4"
client-disagreement/cd - speaker_07.wav,client-disagreement,speaker_07,speaker_07,Yes,Yes,18-24,Nigeria,English,Ebira,native,Nigeria,male,No,xaiomi note 13,I am actively involved in NLP research evaluating cultural reasoning.,Nigerian,9.0,"clear audio, no noise. slight white noise",critical,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, help the candidate improve their response content by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gemini-2.5-pro,"The candidate provides a strong, well-structured response that effectively uses the STAR method to answer the question. The situation is clear (a client wanting to over-concentrate in a single stock), the actions taken are specific and demonstrate excellent soft skills (asking for the client's reasoning, validating their industry knowledge, reframing the discussion around risk management), and the result is a realistic and positive compromise. The answer excels by showing a collaborative, educational approach rather than an adversarial one. To elevate this from a great response to an expert one, the candidate could add a touch more specificity to the outcome. For instance, instead of just saying they compromised, they could quantify it slightly: ""We compromised on a 15% allocation, which was higher than my initial 5% recommendation but significantly lower than their desired 40%, bringing the portfolio's overall risk profile back within their stated tolerance."" This adds a final layer of professional, data-driven detail to an already excellent example of client management.  Rating: 6"
client-disagreement/cd - speaker_07.wav,client-disagreement,speaker_07,speaker_07,Yes,Yes,18-24,Nigeria,English,Ebira,native,Nigeria,male,No,xaiomi note 13,I am actively involved in NLP research evaluating cultural reasoning.,Nigerian,9.0,"clear audio, no noise. slight white noise",critical,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, help the candidate improve their response delivery by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gemini-2.5-pro,"Your response is generally understandable, but your vocal delivery could be significantly strengthened to project more confidence and engagement. Your tone is quite monotonous and lacks vocal inflection, which makes the story feel flat and recited rather than a dynamic, real-life example. Try practicing with more variation in your pitch and volume to emphasize key points and convey enthusiasm. The pacing is also slightly uneven, with some phrases feeling rushed and a few hesitant pauses and self-corrections (e.g., ""then I suggested... than I suggested"") that disrupt the flow. To improve, focus on speaking at a more deliberate, controlled pace. This will not only enhance your articulation but also give you more time to think, reducing stumbles and making you sound more authoritative and polished.  Rating: 3"
client-disagreement/cd - speaker_08.wav,client-disagreement,speaker_08,speaker_08,Yes,Yes,25-34,"US, spent first ~7 years in Seattle, WA, then mostly lived in Connecticut until moving back to Seattle in 2020",English,"None fluently (heard a lot of korean though as a baby/toddler). I've studied Spanish, Mandarin Chinese, Korean, and Japanese however",native,"First ~7 years: Seattle, WA, USA next ~12 years: Westport, CT, USA next ~4 years: Wellesley, MA, USA Last ~6 years: Seattle, WA, USA",nonbinary,Yes - Student,condenser microphone attached to my macbook pro laptop (using voice memos to record),,American,10.0,"clear audio, no noise.",critical,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, help the candidate improve their response content by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gemini-2.5-pro,"The candidate provides a strong, well-structured response that effectively uses the STAR method to answer the question. The example is highly relevant, and the candidate clearly outlines the situation, the conflict, and the specific, collaborative actions they took to resolve it. Strengths include demonstrating active listening by asking the client to explain their reasoning, using scenario analysis to illustrate risk, and acknowledging the client's expertise before respectfully reframing the issue around risk management rather than industry knowledge. The resolution—a compromise where the client felt heard—is a positive and realistic outcome. To elevate this to an expert level, the candidate could add more specific details, such as quantifying what ""a lot of their portfolio"" meant (e.g., ""the client wanted to invest 60% of their portfolio..."") and the final compromised percentage. Additionally, briefly mentioning what they learned from the experience, such as the importance of balancing a client's conviction with fiduciary responsibility, would add a valuable layer of self-reflection.  Rating: 6"
client-disagreement/cd - speaker_08.wav,client-disagreement,speaker_08,speaker_08,Yes,Yes,25-34,"US, spent first ~7 years in Seattle, WA, then mostly lived in Connecticut until moving back to Seattle in 2020",English,"None fluently (heard a lot of korean though as a baby/toddler). I've studied Spanish, Mandarin Chinese, Korean, and Japanese however",native,"First ~7 years: Seattle, WA, USA next ~12 years: Westport, CT, USA next ~4 years: Wellesley, MA, USA Last ~6 years: Seattle, WA, USA",nonbinary,Yes - Student,condenser microphone attached to my macbook pro laptop (using voice memos to record),,American,10.0,"clear audio, no noise.",critical,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, help the candidate improve their response delivery by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gemini-2.5-pro,"While your articulation is clear and you avoid filler words, your overall vocal delivery could be significantly strengthened to project more confidence and engagement. Your pacing is hesitant and choppy, with unnatural pauses between phrases that break the flow of the narrative and make it sound as though you are reading from a list rather than recounting a personal experience. Your tone is also quite monotonous and lacks vocal inflection, which causes the response to feel flat and fails to capture the listener's interest. To improve, focus on speaking in longer, more connected phrases to create a smoother rhythm, and consciously vary your pitch and volume to inject more energy into your voice, making you sound more dynamic and self-assured.  Rating: 3"
client-disagreement/cd - speaker_10.wav,client-disagreement,speaker_10,speaker_10,Yes,Yes,25-34,China,Chinese,English,9,"China, U.S.",female,Yes - Student,iphone (mobile),,Chinese,5.0,"beginning of audio cuts off, resolves after a few seconds. clear audio, no noise after that.",critical,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, help the candidate improve their response content by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gemini-2.5-pro,"This is a very strong and well-structured response that effectively demonstrates a collaborative and client-centric approach. You clearly outlined the situation, the disagreement, and the specific, logical steps you took—listening to understand their reasoning, exploring scenarios together, and reframing your recommendation around the shared goal of risk management. The compromise outcome is realistic and positive, showing that you can be flexible while still upholding your professional duty to mitigate risk. To elevate this from a great answer to an exceptional one, consider adding a concluding sentence about what you learned from the experience (e.g., the importance of validating a client's insight before presenting data) or quantifying the compromise (e.g., ""They wanted 40% in the stock, we compromised at 15%""), which would add another layer of concrete detail and impact.  Rating: 6"
client-disagreement/cd - speaker_10.wav,client-disagreement,speaker_10,speaker_10,Yes,Yes,25-34,China,Chinese,English,9,"China, U.S.",female,Yes - Student,iphone (mobile),,Chinese,5.0,"beginning of audio cuts off, resolves after a few seconds. clear audio, no noise after that.",critical,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, help the candidate improve their response delivery by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gemini-2.5-pro,"Your vocal delivery shows significant room for improvement, primarily in pacing, clarity, and confidence. The rhythm of your speech is very halting and contains many unnatural pauses, which disrupts the narrative flow and makes it difficult for the listener to stay engaged. To improve, practice telling the story until it becomes more conversational and fluid. Your articulation could also be clearer; several words were mumbled or mispronounced (e.g., ""diversifications,"" ""concentralized"" instead of ""concentrated""), which detracts from your professionalism. Focus on enunciating each word distinctly, especially key technical terms. Finally, your tone is quite monotonous and lacks the energy and conviction that would convey confidence. Try incorporating more vocal inflection to emphasize key actions and outcomes in your story, which will make you sound more dynamic and invested in your own experience.  Rating: 2"
