file_path,category,speaker_name_from_file,name,consent_18_plus,data_sharing_consent,age_range,english_acquired_location,native_language,other_languages,age_learned_english,countries_lived,gender,uw_affiliation,recording_device,language_background_notes,accent_nationality_origin,audio_quality_rating,quality_notes,prompt_type,script_type,prompt,model_version,model_output
client-disagreement/cd - speaker_02.wav,client-disagreement,speaker_02,speaker_02,Yes,Yes,18-24,Poland,Polish&English,Italian,native,"Poland, Scotland",Male,No,Windows (PC),"Born in Poland, grew up bilingual, living in Scotland for the past 6 years.",British,9.0,"clear voice, slight white noise",native,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, compare the candidate's content to that of a native English speaker, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",flamingo,Rating: 6
client-disagreement/cd - speaker_02.wav,client-disagreement,speaker_02,speaker_02,Yes,Yes,18-24,Poland,Polish&English,Italian,native,"Poland, Scotland",Male,No,Windows (PC),"Born in Poland, grew up bilingual, living in Scotland for the past 6 years.",British,9.0,"clear voice, slight white noise",native,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, compare the candidate's speech delivery to that of a native English speaker, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",flamingo,Rating: 6
client-disagreement/cd - speaker_09.wav,client-disagreement,speaker_09,speaker_09,Yes,Yes,25-34,Nigeria ,Yoruba,English,3,United states,female,No,iphone (mobile),,Nigerian,10.0,"clear audio, no noise, small minor mistakes",critical,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, help the candidate improve their response content by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",flamingo,"The candidate's response is clear and well-organized, demonstrating a logical flow and relevance to the question. They effectively communicated their approach to handling client disagreements by explaining the reasoning behind their recommendation and the compromise reached. The candidate's ability to listen and understand the client's perspective is commendable. Overall, the response is expert-level, with a rating of 7."
client-disagreement/cd - speaker_09.wav,client-disagreement,speaker_09,speaker_09,Yes,Yes,25-34,Nigeria ,Yoruba,English,3,United states,female,No,iphone (mobile),,Nigerian,10.0,"clear audio, no noise, small minor mistakes",critical,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, help the candidate improve their response delivery by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",flamingo,"The candidate's vocal presentation is clear and articulate, with a moderate pace and confident tone, though there is room for improvement in engagement and fluency. Rating: 6"
client-disagreement/cd - speaker_09.wav,client-disagreement,speaker_09,speaker_09,Yes,Yes,25-34,Nigeria ,Yoruba,English,3,United states,female,No,iphone (mobile),,Nigerian,10.0,"clear audio, no noise, small minor mistakes",ideal,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, compare the candidate's content to that of an ideal employee, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",flamingo,"The candidate's response demonstrates a clear understanding of the importance of diversification and risk management, showing a willingness to engage in a constructive dialogue with the client. The candidate effectively communicated the rationale behind diversification and reached a compromise that was appreciated by the client. The response is well-organized, relevant, and demonstrates a logical flow of ideas. The candidate's content aligns closely with that of an ideal employee, who would prioritize client satisfaction and effective communication. Rating: 7"
client-disagreement/cd - speaker_09.wav,client-disagreement,speaker_09,speaker_09,Yes,Yes,25-34,Nigeria ,Yoruba,English,3,United states,female,No,iphone (mobile),,Nigerian,10.0,"clear audio, no noise, small minor mistakes",ideal,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, compare the candidate's speech delivery to that of an ideal employee, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",flamingo,"The candidate's speech delivery is clear and articulate, with a moderate pace and confident tone, though there is room for improvement in engagement and fluency. Rating: 6."
client-disagreement/cd - speaker_09.wav,client-disagreement,speaker_09,speaker_09,Yes,Yes,25-34,Nigeria ,Yoruba,English,3,United states,female,No,iphone (mobile),,Nigerian,10.0,"clear audio, no noise, small minor mistakes",native,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, compare the candidate's content to that of a native English speaker, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",flamingo,"The candidate's response is clear and organized, showing a good understanding of the situation and a willingness to compromise. The candidate effectively communicated their reasoning and addressed the client's concerns. The response is relevant and coherent, demonstrating the candidate's ability to handle client disagreements. The candidate's content is on par with that of a native English speaker. Rating: 7"
client-disagreement/cd - speaker_09.wav,client-disagreement,speaker_09,speaker_09,Yes,Yes,25-34,Nigeria ,Yoruba,English,3,United states,female,No,iphone (mobile),,Nigerian,10.0,"clear audio, no noise, small minor mistakes",native,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, compare the candidate's speech delivery to that of a native English speaker, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",flamingo,"The candidate's speech delivery is clear and articulate, with a moderate pace and confident tone, though there is room for improvement in fluency. Rating: 6"
client-disagreement/cd - speaker_03.wav,client-disagreement,speaker_03,speaker_03,Yes,Yes,18-24,India,Odia,"Hindi, Bengali, English",3,India,female,No,Macbook (PC),,Indian,10.0,"clear audio, no noise.",critical,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, help the candidate improve their response content by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",flamingo,"The candidate's response is clear and well-organized, demonstrating a good understanding of the situation and the client's perspective. They effectively communicated the importance of diversification and managed the disagreement constructively. The response is relevant and coherent, with a logical flow that shows the candidate's ability to handle client disagreements. The candidate's answer is complete, providing a clear example of how they managed a client's disagreement. Overall, the response is of high quality, with a rating of 7."
client-disagreement/cd - speaker_03.wav,client-disagreement,speaker_03,speaker_03,Yes,Yes,18-24,India,Odia,"Hindi, Bengali, English",3,India,female,No,Macbook (PC),,Indian,10.0,"clear audio, no noise.",critical,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, help the candidate improve their response delivery by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",flamingo,"The candidate's vocal presentation is clear and articulate, with a moderate pace and confident tone. They engage well and demonstrate verbal fluency, though there is room for improvement in pacing and rhythm. Overall, the candidate's delivery is effective but could benefit from more dynamic variation. Rating: 6"
client-disagreement/cd - speaker_03.wav,client-disagreement,speaker_03,speaker_03,Yes,Yes,18-24,India,Odia,"Hindi, Bengali, English",3,India,female,No,Macbook (PC),,Indian,10.0,"clear audio, no noise.",ideal,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, compare the candidate's content to that of an ideal employee, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",flamingo,"The candidate demonstrates a clear understanding of the importance of diversification in managing risk, effectively communicating their reasoning and negotiating with the client. The response is well-organized, relevant, and demonstrates a logical flow, making it an ideal example of how to handle client disagreements. Rating: 7"
client-disagreement/cd - speaker_03.wav,client-disagreement,speaker_03,speaker_03,Yes,Yes,18-24,India,Odia,"Hindi, Bengali, English",3,India,female,No,Macbook (PC),,Indian,10.0,"clear audio, no noise.",ideal,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, compare the candidate's speech delivery to that of an ideal employee, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",flamingo,"The candidate's vocal presentation is clear and articulate, with a steady pace and confident tone, though there is room for improvement in engagement and fluency. Rating: 6"
client-disagreement/cd - speaker_03.wav,client-disagreement,speaker_03,speaker_03,Yes,Yes,18-24,India,Odia,"Hindi, Bengali, English",3,India,female,No,Macbook (PC),,Indian,10.0,"clear audio, no noise.",native,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, compare the candidate's content to that of a native English speaker, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",flamingo,"The candidate's response is clear and well-organized, demonstrating a good understanding of the situation and the client's perspective. They effectively communicated the importance of diversification and managed the disagreement constructively. The response is relevant and coherent, with a logical flow that shows the candidate's ability to handle client disagreements. Compared to a native English speaker, the candidate's speech is slightly less fluid but still understandable. Rating: 6"
client-disagreement/cd - speaker_03.wav,client-disagreement,speaker_03,speaker_03,Yes,Yes,18-24,India,Odia,"Hindi, Bengali, English",3,India,female,No,Macbook (PC),,Indian,10.0,"clear audio, no noise.",native,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, compare the candidate's speech delivery to that of a native English speaker, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",flamingo,"The candidate's vocal presentation is clear and articulate, with a moderate pace and confident tone. They engage well and demonstrate verbal fluency, though there is room for improvement in pacing and rhythm. Compared to a native English speaker, the candidate's delivery is slightly less fluid but still effective. Rating: 6"
client-disagreement/cd - speaker_04.wav,client-disagreement,speaker_04,speaker_04,Yes,Yes,18-24,Indian School System,Marathi,Hindi,4,India,female,No,Macbook (PC),,Indian,10.0,"clear audio, no noise.",critical,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, help the candidate improve their response content by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",flamingo,"The candidate's response is clear and well-organized, demonstrating a good understanding of the situation and the client's perspective. They effectively communicated the importance of diversification and managed the disagreement constructively. The response is relevant and coherent, with a logical flow that shows the candidate's ability to handle client conflicts. The candidate's answer is comprehensive, providing a clear example of how they addressed a client's disagreement. Overall, the response is expert-level, with a rating of 7."
client-disagreement/cd - speaker_04.wav,client-disagreement,speaker_04,speaker_04,Yes,Yes,18-24,Indian School System,Marathi,Hindi,4,India,female,No,Macbook (PC),,Indian,10.0,"clear audio, no noise.",critical,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, help the candidate improve their response delivery by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",flamingo,"The candidate's vocal presentation is clear and articulate, with a moderate pace and confident tone. They engage well and demonstrate verbal fluency, though there is room for improvement in pacing and rhythm. Overall, the candidate's delivery is effective but could benefit from more dynamic variation. Rating: 6"
client-disagreement/cd - speaker_04.wav,client-disagreement,speaker_04,speaker_04,Yes,Yes,18-24,Indian School System,Marathi,Hindi,4,India,female,No,Macbook (PC),,Indian,10.0,"clear audio, no noise.",ideal,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, compare the candidate's content to that of an ideal employee, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",flamingo,"The candidate's response demonstrates a clear understanding of the importance of diversification in managing risk, effectively addressing the client's concerns by engaging them in a thoughtful discussion. The candidate's ability to compromise and acknowledge the client's expertise while still advocating for a balanced approach reflects a professional and adaptable mindset. The response is well-structured and relevant, making it an ideal example of how to handle client disagreements in a business context. Rating: 7"
client-disagreement/cd - speaker_04.wav,client-disagreement,speaker_04,speaker_04,Yes,Yes,18-24,Indian School System,Marathi,Hindi,4,India,female,No,Macbook (PC),,Indian,10.0,"clear audio, no noise.",ideal,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, compare the candidate's speech delivery to that of an ideal employee, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",flamingo,"The candidate's vocal presentation is clear and articulate, with a steady pace and confident tone, though there is room for improvement in engagement and fluency. Rating: 6"
client-disagreement/cd - speaker_04.wav,client-disagreement,speaker_04,speaker_04,Yes,Yes,18-24,Indian School System,Marathi,Hindi,4,India,female,No,Macbook (PC),,Indian,10.0,"clear audio, no noise.",native,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, compare the candidate's content to that of a native English speaker, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",flamingo,"The candidate's response is clear and well-organized, demonstrating a good understanding of the situation and the client's perspective. They effectively communicated the compromise reached, showing a balanced approach to managing risk. The response is relevant and coherent, with a logical flow that highlights the importance of diversification. The candidate's content is on par with that of a native English speaker, indicating a high level of proficiency. Rating: 7"
client-disagreement/cd - speaker_04.wav,client-disagreement,speaker_04,speaker_04,Yes,Yes,18-24,Indian School System,Marathi,Hindi,4,India,female,No,Macbook (PC),,Indian,10.0,"clear audio, no noise.",native,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, compare the candidate's speech delivery to that of a native English speaker, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",flamingo,"The candidate's vocal presentation is clear and articulate, with a moderate pace and confident tone. They engage well and demonstrate verbal fluency, though there is room for improvement in pacing and rhythm. Rating: 6"
