file_path,category,speaker_name_from_file,name,consent_18_plus,data_sharing_consent,age_range,english_acquired_location,native_language,other_languages,age_learned_english,countries_lived,gender,uw_affiliation,recording_device,language_background_notes,accent_nationality_origin,audio_quality_rating,quality_notes,prompt_type,script_type,prompt,model_version,model_output
disagreement-unscripted/du - speaker_13.wav,disagreement-unscripted,speaker_13,speaker_13,Yes,Yes,18-24,"Hunan province, China",Chinese (Xiang Chinese),"Chinese (Mandarin), English",8,"China, United States of America",male,Yes - Student,Macbook (PC),,Chinese,9.0,"clear audio, no noise. slight consistent noise from fan",native,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'What was a recent disagreement you had with a friend or coworker? Where did this take place — work, school, or personal life? What made it particularly difficult or stressful for you (if at all)? What steps did you take to handle the disagreement? How did it turn out, and what did you learn from it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, compare the candidate's speech delivery to that of a native English speaker, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gemini-2.5-flash,"The candidate demonstrates good overall verbal fluency, speaking clearly and without significant hesitations or filler words. Their pacing is consistent, making the response easy to follow. However, the delivery exhibits a somewhat flat intonation and rhythm, which detracts from the natural engagement and confidence typically found in a native English speaker. While articulation is generally clear, there are consistent non-native pronunciations of certain sounds (e.g., 'th' sounds often replaced) and vowels, which, combined with the monotone quality, make the speech sound less natural and more like a recitation rather than a spontaneous conversation. To improve, focusing on varying pitch, emphasizing key words, and refining specific vowel and consonant sounds would enhance their native-like delivery. Rating: 5"
disagreement-unscripted/du - speaker_13.wav,disagreement-unscripted,speaker_13,speaker_13,Yes,Yes,18-24,"Hunan province, China",Chinese (Xiang Chinese),"Chinese (Mandarin), English",8,"China, United States of America",male,Yes - Student,Macbook (PC),,Chinese,9.0,"clear audio, no noise. slight consistent noise from fan",ideal,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'What was a recent disagreement you had with a friend or coworker? Where did this take place — work, school, or personal life? What made it particularly difficult or stressful for you (if at all)? What steps did you take to handle the disagreement? How did it turn out, and what did you learn from it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, compare the candidate's speech delivery to that of an ideal employee, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gemini-2.5-flash,"The candidate demonstrates good vocal clarity and articulation, making their speech generally easy to understand despite a noticeable accent. Verbal fluency is also strong, with few hesitations or filler words, contributing to a smooth delivery. However, the pacing is often a bit too fast, particularly when explaining details, which can make the delivery feel rushed. The rhythm of speech is somewhat monotonous, lacking the varied intonation that would convey greater confidence and engagement. To align closer with an ideal employee's presentation, the candidate should focus on controlling their pace, incorporating more vocal dynamics, and varying their pitch to emphasize key points and sound more engaging and self-assured. Rating: 5"
disagreement-unscripted/du - speaker_15.wav,disagreement-unscripted,speaker_15,speaker_15,Yes,Yes,18-24,Nigeria ,English ,Nigerian Pidgin ,Native,Nigeria ,,No,Itel (mobile),,Nigerian,9.0,"clear audio, no noise. slight muffle like recorded over radio? not significant",ideal,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'What was a recent disagreement you had with a friend or coworker? Where did this take place — work, school, or personal life? What made it particularly difficult or stressful for you (if at all)? What steps did you take to handle the disagreement? How did it turn out, and what did you learn from it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, compare the candidate's speech delivery to that of an ideal employee, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gemini-2.5-flash,"The candidate's vocal presentation exhibits several areas for improvement. The speech is somewhat muffled and delivered at a low volume, making it challenging to discern every word clearly, especially with the noticeable background static. The pacing is slow and deliberate, but it lacks a natural rhythm, often sounding stilted with pauses that disrupt the overall flow. Furthermore, the tone is largely monotone and lacks the confidence and engagement expected of an ideal employee, conveying a sense of hesitation rather than assuredness. To enhance their delivery, the candidate should focus on increasing vocal clarity and projection, adopting a more dynamic and engaging tone, and practicing a smoother, more natural pace to improve overall verbal fluency. Rating: 3"
disagreement-unscripted/du - speaker_13.wav,disagreement-unscripted,speaker_13,speaker_13,Yes,Yes,18-24,"Hunan province, China",Chinese (Xiang Chinese),"Chinese (Mandarin), English",8,"China, United States of America",male,Yes - Student,Macbook (PC),,Chinese,9.0,"clear audio, no noise. slight consistent noise from fan",ideal,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'What was a recent disagreement you had with a friend or coworker? Where did this take place — work, school, or personal life? What made it particularly difficult or stressful for you (if at all)? What steps did you take to handle the disagreement? How did it turn out, and what did you learn from it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, compare the candidate's content to that of an ideal employee, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gemini-2.5-flash,"The candidate provides a clear, well-structured, and comprehensive response that directly addresses all parts of the multi-faceted question. They effectively describe a professional disagreement, its source of stress (a shared desire for perfection), the practical, data-driven steps taken to resolve it (testing both methods), the positive outcome (a hybrid solution), and a valuable lesson learned about prioritizing practical action and results over mere argumentation. The narrative flows logically, demonstrating strong problem-solving skills, a collaborative mindset, and self-awareness, which are all highly desirable traits in an ideal employee.  Rating: 6"
disagreement-unscripted/du - speaker_13.wav,disagreement-unscripted,speaker_13,speaker_13,Yes,Yes,18-24,"Hunan province, China",Chinese (Xiang Chinese),"Chinese (Mandarin), English",8,"China, United States of America",male,Yes - Student,Macbook (PC),,Chinese,9.0,"clear audio, no noise. slight consistent noise from fan",critical,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'What was a recent disagreement you had with a friend or coworker? Where did this take place — work, school, or personal life? What made it particularly difficult or stressful for you (if at all)? What steps did you take to handle the disagreement? How did it turn out, and what did you learn from it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, help the candidate improve their response delivery by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gemini-2.5-flash,"The candidate demonstrates good vocal clarity and articulation, making their words generally easy to understand despite a noticeable accent. However, the pacing of speech is consistently slow and deliberate, which, combined with a largely flat and monotonous tone, significantly impacts overall verbal fluency and engagement. There is a lack of vocal variety and intonation, making the response sound somewhat rehearsed or read rather than naturally conversational. To improve, the candidate should focus on varying their pacing, introducing more dynamic pitch and rhythm to convey greater confidence and engagement, and practicing a more natural, flowing delivery. Rating: 4"
disagreement-unscripted/du - speaker_12.wav,disagreement-unscripted,speaker_12,speaker_12,Yes,Yes,18-24,WA,English,,native,,female,Yes - Student,iphone (mobile),,American,10.0,"clear audio, no noise. more pausing in speech",native,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'What was a recent disagreement you had with a friend or coworker? Where did this take place — work, school, or personal life? What made it particularly difficult or stressful for you (if at all)? What steps did you take to handle the disagreement? How did it turn out, and what did you learn from it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, compare the candidate's speech delivery to that of a native English speaker, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gemini-2.5-flash,"The candidate's vocal presentation is characterized by frequent hesitations and an excessive use of filler words, particularly ""um"" and ""like,"" which significantly disrupt the flow and natural rhythm of speech. The pacing is consistently slow, with many words drawn out, contributing to a somewhat disengaged and less confident tone. While articulation is generally clear enough to understand the words, the overall delivery lacks the fluidity, varied intonation, and vocal energy typically found in a confident native English speaker. To improve, the candidate should focus on reducing filler words, varying their pacing, and projecting a more assertive and engaged tone.  Rating: 3"
disagreement-unscripted/du - speaker_12.wav,disagreement-unscripted,speaker_12,speaker_12,Yes,Yes,18-24,WA,English,,native,,female,Yes - Student,iphone (mobile),,American,10.0,"clear audio, no noise. more pausing in speech",native,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'What was a recent disagreement you had with a friend or coworker? Where did this take place — work, school, or personal life? What made it particularly difficult or stressful for you (if at all)? What steps did you take to handle the disagreement? How did it turn out, and what did you learn from it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, compare the candidate's content to that of a native English speaker, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gemini-2.5-flash,"The candidate addresses all components of the interview question, but the substance of their response lacks clarity, organization, and logical flow, particularly in the latter half. While the initial description of the disagreement and its location is clear, the explanation of what made it difficult and what was learned becomes muddled and contradictory. The candidate states the argument was ""meaningless"" and they ""let it go,"" yet then proceeds to provide detailed, albeit unverified, evidence to support their original stance on airport runways, contradicting the idea of letting it go. The conclusion regarding what was learned is especially weak, oscillating between ""not much,"" a general need for evidence, and a self-deprecating, uncertain statement about potentially being wrong, without demonstrating clear self-reflection or a concrete takeaway. A native English speaker, especially in an interview context, would typically present a more structured, coherent narrative, clearly articulating the challenge, the steps taken to resolve it (emphasizing communication or problem-solving skills), and a well-defined, positive learning outcome, avoiding contradictions and self-deprecating remarks. Rating: 3"
disagreement-unscripted/du - speaker_12.wav,disagreement-unscripted,speaker_12,speaker_12,Yes,Yes,18-24,WA,English,,native,,female,Yes - Student,iphone (mobile),,American,10.0,"clear audio, no noise. more pausing in speech",ideal,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'What was a recent disagreement you had with a friend or coworker? Where did this take place — work, school, or personal life? What made it particularly difficult or stressful for you (if at all)? What steps did you take to handle the disagreement? How did it turn out, and what did you learn from it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, compare the candidate's speech delivery to that of an ideal employee, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gemini-2.5-flash,"The candidate's vocal presentation was significantly impacted by a very slow and hesitant pacing, frequently punctuated by numerous filler words such as ""like,"" ""um,"" and ""yeah."" This, combined with long pauses and a generally flat, unengaged tone, conveyed a lack of confidence and preparedness. While articulation was mostly clear, the overall verbal fluency was poor, making the response sound disjointed and informal. An ideal employee would demonstrate a more consistent pace, fewer verbal fillers, and a more confident and engaging tone to maintain listener interest and project professionalism. Rating: 3"
disagreement-unscripted/du - speaker_12.wav,disagreement-unscripted,speaker_12,speaker_12,Yes,Yes,18-24,WA,English,,native,,female,Yes - Student,iphone (mobile),,American,10.0,"clear audio, no noise. more pausing in speech",ideal,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'What was a recent disagreement you had with a friend or coworker? Where did this take place — work, school, or personal life? What made it particularly difficult or stressful for you (if at all)? What steps did you take to handle the disagreement? How did it turn out, and what did you learn from it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, compare the candidate's content to that of an ideal employee, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gemini-2.5-flash,"The candidate addresses all components of the question, describing a disagreement with a friend about airport runway directions at school. However, the substance of the response falls short of demonstrating strong conflict resolution skills or professional insight. The candidate explicitly states the disagreement was not particularly difficult or stressful, dismissing it as ""meaningless"" and a ""useless argument,"" which undermines the opportunity to showcase resilience or problem-solving under pressure. The steps taken were minimal, essentially ""letting it go"" rather than actively seeking resolution or understanding. Furthermore, the candidate claims to have learned ""not much,"" offering only a vague realization about needing evidence (which they admit they chose not to use) and ending with a self-deprecating and unprofessional remark. An ideal employee would select a more impactful disagreement, articulate concrete steps taken to resolve it respectfully, and demonstrate clear, actionable learning outcomes that reflect growth in communication, empathy, or conflict management. Rating: 2"
disagreement-unscripted/du - speaker_12.wav,disagreement-unscripted,speaker_12,speaker_12,Yes,Yes,18-24,WA,English,,native,,female,Yes - Student,iphone (mobile),,American,10.0,"clear audio, no noise. more pausing in speech",critical,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'What was a recent disagreement you had with a friend or coworker? Where did this take place — work, school, or personal life? What made it particularly difficult or stressful for you (if at all)? What steps did you take to handle the disagreement? How did it turn out, and what did you learn from it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, help the candidate improve their response delivery by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gemini-2.5-flash,"The candidate's vocal delivery is significantly impacted by frequent verbal fillers (""um,"" ""uh"") and numerous long pauses, which severely disrupt the flow and rhythm of their speech. While articulation is generally clear, the overall pacing is slow and hesitant, making the response sound unconfident and less engaging. To improve, the candidate should focus on reducing filler words by practicing intentional pauses to gather thoughts, rather than filling silence. Developing a more consistent pace and varying intonation would also enhance confidence and make the delivery more fluent and compelling.  Rating: 3"
