file_path,category,speaker_name_from_file,name,consent_18_plus,data_sharing_consent,age_range,english_acquired_location,native_language,other_languages,age_learned_english,countries_lived,gender,uw_affiliation,recording_device,language_background_notes,accent_nationality_origin,audio_quality_rating,quality_notes,prompt_type,script_type,prompt,model_version,model_output
client-disagreement/cd - speaker_02.wav,client-disagreement,speaker_02,speaker_02,Yes,Yes,18-24,Poland,Polish&English,Italian,native,"Poland, Scotland",Male,No,Windows (PC),"Born in Poland, grew up bilingual, living in Scotland for the past 6 years.",British,9.0,"clear voice, slight white noise",native,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, compare the candidate's content to that of a native English speaker, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",voxtral,"The candidate's response demonstrates a clear understanding of the situation and a structured approach to handling the disagreement. They effectively communicated their thought process, starting with the client's initial request and their own recommendation. The candidate then outlined their strategy, which involved active listening, scenario discussion, and risk management explanation. The response is well-organized, relevant, and logically flows from one point to the next. However, the candidate could improve by providing more specific details about the scenarios discussed and the exact compromise reached. Additionally, using more varied sentence structures and transitions would enhance the coherence of the response. Rating: 5"
client-disagreement/cd - speaker_02.wav,client-disagreement,speaker_02,speaker_02,Yes,Yes,18-24,Poland,Polish&English,Italian,native,"Poland, Scotland",Male,No,Windows (PC),"Born in Poland, grew up bilingual, living in Scotland for the past 6 years.",British,9.0,"clear voice, slight white noise",native,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, compare the candidate's speech delivery to that of a native English speaker, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",voxtral,"The candidate's vocal presentation is generally clear and articulate, with a steady pace and rhythm that is easy to follow. However, there are moments where the speech becomes slightly rushed, which can affect clarity. The candidate's tone is confident and engaged, which is positive, but there are instances where the delivery could be more fluid, with smoother transitions between thoughts. The candidate's verbal fluency is good, but there is room for improvement in terms of maintaining a consistent pace and ensuring that each word is clearly enunciated. Overall, the candidate's speech delivery is competent, but there are areas that could be refined to sound more like a native English speaker. Rating: 5"
client-disagreement/cd - speaker_09.wav,client-disagreement,speaker_09,speaker_09,Yes,Yes,25-34,Nigeria ,Yoruba,English,3,United states,female,No,iphone (mobile),,Nigerian,10.0,"clear audio, no noise, small minor mistakes",critical,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, help the candidate improve their response content by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",voxtral,"The candidate's response demonstrates a solid understanding of client management and risk assessment, but it could be improved in terms of clarity and organization. They effectively communicated the importance of diversification and risk management, but the narrative could be more concise and structured. The candidate should focus on providing a clear beginning, middle, and end to their story, ensuring that each point logically flows into the next. Additionally, they could benefit from quantifying the outcomes or results of their actions to provide a more tangible sense of their impact. The candidate's response is coherent and relevant, but it could be more complete with a clearer resolution and a reflection on what they learned from the experience. Rating: 5"
client-disagreement/cd - speaker_09.wav,client-disagreement,speaker_09,speaker_09,Yes,Yes,25-34,Nigeria ,Yoruba,English,3,United states,female,No,iphone (mobile),,Nigerian,10.0,"clear audio, no noise, small minor mistakes",critical,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, help the candidate improve their response delivery by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",voxtral,"The candidate's vocal presentation was clear and articulate, with a steady pace and rhythm that made their response easy to follow. Their tone was confident and engaging, demonstrating a strong command of the material. However, there were a few instances where the candidate paused for a moment, which slightly disrupted the flow of their speech. Additionally, the candidate could benefit from varying their pitch and volume to add more emphasis and interest to their response. Overall, the candidate's verbal fluency was strong, but there is room for improvement in terms of vocal variety and minimizing pauses. Rating: 6"
client-disagreement/cd - speaker_09.wav,client-disagreement,speaker_09,speaker_09,Yes,Yes,25-34,Nigeria ,Yoruba,English,3,United states,female,No,iphone (mobile),,Nigerian,10.0,"clear audio, no noise, small minor mistakes",ideal,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, compare the candidate's content to that of an ideal employee, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",voxtral,"The candidate's response is clear and well-organized, demonstrating a strong understanding of the importance of client communication and compromise. They effectively addressed the question by providing a specific example of a client who disagreed with their recommendation to diversify a portfolio. The candidate showed empathy and active listening by asking the client to explain their perspective, which helped to build trust and understanding. They also displayed strong analytical skills by walking through different scenarios and explaining the benefits of diversification. The candidate's ability to compromise and find a middle ground that satisfied both parties shows their commitment to client satisfaction and their understanding of risk management. However, the response could have been enhanced by providing more details about the specific tech stock and the industry, as well as the final allocation of the portfolio. Additionally, the candidate could have mentioned any follow-up actions or checks they implemented to ensure the client's satisfaction and the success of the investment strategy. Rating: 6"
client-disagreement/cd - speaker_09.wav,client-disagreement,speaker_09,speaker_09,Yes,Yes,25-34,Nigeria ,Yoruba,English,3,United states,female,No,iphone (mobile),,Nigerian,10.0,"clear audio, no noise, small minor mistakes",ideal,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, compare the candidate's speech delivery to that of an ideal employee, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",voxtral,"The candidate's vocal presentation is clear and articulate, with a steady pace and rhythm that makes their speech easy to follow. Their tone is confident and engaging, demonstrating a good level of verbal fluency. However, there are moments where they could improve their vocal variety to keep the listener more engaged. Additionally, they could work on reducing filler words such as ""um"" and ""uh"" to enhance their overall verbal fluency. Rating: 5"
client-disagreement/cd - speaker_09.wav,client-disagreement,speaker_09,speaker_09,Yes,Yes,25-34,Nigeria ,Yoruba,English,3,United states,female,No,iphone (mobile),,Nigerian,10.0,"clear audio, no noise, small minor mistakes",native,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, compare the candidate's content to that of a native English speaker, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",voxtral,"The candidate's response is clear and well-organized, demonstrating a solid understanding of the situation and their approach to handling it. They effectively communicated the client's perspective and their own, highlighting the importance of diversification and risk management. The candidate also showed strong interpersonal skills by actively listening to the client and involving them in the decision-making process. They successfully navigated the disagreement by finding a compromise that respected the client's wishes while also addressing their concerns. However, the response could benefit from more specific details about the scenarios discussed and the final compromise reached. Additionally, the candidate could have mentioned any follow-up actions or lessons learned from this experience. Rating: 6"
client-disagreement/cd - speaker_09.wav,client-disagreement,speaker_09,speaker_09,Yes,Yes,25-34,Nigeria ,Yoruba,English,3,United states,female,No,iphone (mobile),,Nigerian,10.0,"clear audio, no noise, small minor mistakes",native,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, compare the candidate's speech delivery to that of a native English speaker, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",voxtral,"The candidate's vocal presentation is quite clear, with good articulation and a steady pace. However, their rhythm of speech is somewhat monotone, lacking the natural ebb and flow of a native English speaker. The candidate's tone is confident, but it could benefit from more engagement and enthusiasm to keep the listener's interest. The overall verbal fluency is good, with only minor pauses and no noticeable filler words. To improve, the candidate should work on varying their pitch and pace to create a more engaging rhythm. Rating: 5"
client-disagreement/cd - speaker_03.wav,client-disagreement,speaker_03,speaker_03,Yes,Yes,18-24,India,Odia,"Hindi, Bengali, English",3,India,female,No,Macbook (PC),,Indian,10.0,"clear audio, no noise.",critical,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, help the candidate improve their response content by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",voxtral,"The candidate's response demonstrates a good understanding of client management and conflict resolution, but it lacks some clarity and structure. They begin by setting the context, which is relevant, but the narrative could be more organized. The candidate mentions that they asked the client to walk them through their thinking, which is a good approach, but they don't elaborate on how this conversation unfolded or what specific insights they gained. The candidate also mentions discussing scenarios and acknowledging the client's industry knowledge, but these points could be better connected to show a clear progression in their approach. The response concludes with a compromise, which is a positive outcome, but the candidate could have provided more details about how they reached this compromise and what the final decision was. Overall, the response is coherent and logically flows, but it could benefit from more detailed explanations and a clearer structure. Rating: 5"
client-disagreement/cd - speaker_03.wav,client-disagreement,speaker_03,speaker_03,Yes,Yes,18-24,India,Odia,"Hindi, Bengali, English",3,India,female,No,Macbook (PC),,Indian,10.0,"clear audio, no noise.",critical,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, help the candidate improve their response delivery by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",voxtral,"The candidate's vocal presentation is generally clear, but there are some areas for improvement. Their articulation is good, but they could benefit from slowing down their pace slightly to enhance clarity and allow the listener to absorb the information more easily. The candidate's tone is confident and engaging, which is positive, but they could work on varying their pitch and volume to maintain listener interest throughout the response. The candidate's verbal fluency is strong, with only a few minor pauses, but they could practice more concise phrasing to improve flow. Overall, the candidate demonstrates a solid foundation in vocal presentation skills. Rating: 5"
client-disagreement/cd - speaker_03.wav,client-disagreement,speaker_03,speaker_03,Yes,Yes,18-24,India,Odia,"Hindi, Bengali, English",3,India,female,No,Macbook (PC),,Indian,10.0,"clear audio, no noise.",ideal,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, compare the candidate's content to that of an ideal employee, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",voxtral,"The candidate's response demonstrates a clear understanding of the importance of client communication and risk management in financial advising. They effectively used active listening and scenario-based discussions to understand the client's perspective and address their concerns. The candidate also showed flexibility and a willingness to compromise, which is crucial in client-facing roles. However, the response could have been more detailed by providing specific examples of the scenarios discussed or the final portfolio allocation. Additionally, the candidate could have mentioned any follow-up actions or lessons learned from the experience. Rating: 6"
client-disagreement/cd - speaker_03.wav,client-disagreement,speaker_03,speaker_03,Yes,Yes,18-24,India,Odia,"Hindi, Bengali, English",3,India,female,No,Macbook (PC),,Indian,10.0,"clear audio, no noise.",ideal,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, compare the candidate's speech delivery to that of an ideal employee, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",voxtral,"The candidate's vocal presentation is clear and articulate, with a steady pacing and rhythm that makes their speech easy to follow. Their tone is confident and engaging, demonstrating a strong command of the language and a clear understanding of the topic. However, there are a few instances where the candidate's speech is slightly rushed, which could be improved by taking a few more pauses to allow the listener to absorb the information. Additionally, the candidate could benefit from varying their tone and pitch slightly to add more emphasis and interest to their speech. Overall, the candidate's verbal fluency is strong, but there is room for improvement in terms of pacing and tone variation. Rating: 6"
client-disagreement/cd - speaker_03.wav,client-disagreement,speaker_03,speaker_03,Yes,Yes,18-24,India,Odia,"Hindi, Bengali, English",3,India,female,No,Macbook (PC),,Indian,10.0,"clear audio, no noise.",native,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'Tell me about a time when a client disagreed with your recommendation. How did you handle it?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, compare the candidate's content to that of a native English speaker, so that they can improve. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",voxtral,"The candidate's response demonstrates a solid understanding of client management and risk assessment, which is relevant to the question. They clearly outline the situation, their initial recommendation, and the client's pushback. The candidate effectively communicates their approach to understanding the client's perspective and the subsequent compromise, showing a logical flow of events. However, the response could benefit from more specific details about the tech stock and the scenarios discussed, as well as a clearer explanation of the final compromise. The candidate's English is generally clear, but there are a few minor grammatical errors, such as ""I had a client who wanted to put a lot of their portfolio in one tech stock"" which could be improved to ""I had a client who wanted to invest a significant portion of their portfolio in a single tech stock."" Rating: 5"
