file_path,category,speaker_id,accent,model,raw_transcription,clean_transcription,ref_word_count,hyp_word_count,edit_ops,wer
personal-introduction/pi - speaker_30.wav,personal-introduction,speaker_30,Nigerian,gpt-audio-1.5,"{""transcription"": ""I graduated about three years ago and I have been working in customer service and client facing roles since then most recently I was at a financial service firm helping onboard clients and answer their questions about accounts I really enjoy being at the connection between the technical side and clients helping people understand their options I think I am a strong candidate because I have a solid experience with customers I am getting more familiar with financial products and I am pretty detail oriented which helps me catch mistakes early I am looking to take on more responsibilities in this kind of role""}",transcription i graduated about three years ago and i have been working in customer service and client facing roles since then most recently i was at a financial service firm helping onboard clients and answer their questions about accounts i really enjoy being at the connection between the technical side and clients helping people understand their options i think i am a strong candidate because i have a solid experience with customers i am getting more familiar with financial products and i am pretty detail oriented which helps me catch mistakes early i am looking to take on more responsibilities in this kind of role,102,105,11,0.1078
personal-introduction/pi - speaker_23.wav,personal-introduction,speaker_23,Indian,gpt-audio-1.5,I graduated about three years ago and I've been working in customer service and client facing roles since then most recently I was at financial services firm helping onboard clients and answer their questions about accounts I really enjoy being that connection between technical side and clients helping people understand their options I think I'm a strong candidate because I have solid experience with customers getting more familiar with financial products and I'm pretty detail oriented which helps me catch mistakes early I'm looking to take on more responsibility in this kind of role,i graduated about three years ago and i ve been working in customer service and client facing roles since then most recently i was at financial services firm helping onboard clients and answer their questions about accounts i really enjoy being that connection between technical side and clients helping people understand their options i think i m a strong candidate because i have solid experience with customers getting more familiar with financial products and i m pretty detail oriented which helps me catch mistakes early i m looking to take on more responsibility in this kind of role,102,98,4,0.0392
personal-introduction/pi - speaker_18.wav,personal-introduction,speaker_18,Nigerian,gpt-audio-1.5,"{""transcription"": ""i graduated about three years ago and i have been working in customer service and client facing roles since then most recently i was at a financial services firm helping onboard clients and answer their questions about accounts i really enjoy being that connection between the technical side and clients helping people understand their options i think i am a strong candidate because i have solid experience with customers i am getting more familiar with financial products and i am pretty detail oriented which helps me catch mistakes early i am looking to take on more responsibility in this kind of role""}",transcription i graduated about three years ago and i have been working in customer service and client facing roles since then most recently i was at a financial services firm helping onboard clients and answer their questions about accounts i really enjoy being that connection between the technical side and clients helping people understand their options i think i am a strong candidate because i have solid experience with customers i am getting more familiar with financial products and i am pretty detail oriented which helps me catch mistakes early i am looking to take on more responsibility in this kind of role,102,103,6,0.0588
personal-introduction/pi - speaker_17.wav,personal-introduction,speaker_17,American,gpt-audio-1.5,I graduated about three years ago and I've been working in customer services and client facing roles since then most recently I was at a financial services firm helping onboard clients and answer their questions about accounts I really enjoy being that connection between the technical side and clients helping people understand their options I think I'm a strong candidate because I have solid experience with customers I'm getting more familiar with financial products and I'm pretty detailed oriented which helps me catch mistakes early I'm looking to take on more responsibility in this kind of role,i graduated about three years ago and i ve been working in customer services and client facing roles since then most recently i was at a financial services firm helping onboard clients and answer their questions about accounts i really enjoy being that connection between the technical side and clients helping people understand their options i think i m a strong candidate because i have solid experience with customers i m getting more familiar with financial products and i m pretty detailed oriented which helps me catch mistakes early i m looking to take on more responsibility in this kind of role,102,102,2,0.0196
personal-introduction/pi - speaker_16.wav,personal-introduction,speaker_16,American,gpt-audio-1.5,I graduated about three years ago and I've been working in customer service and client facing roles since then most recently I was at a financial services firm helping onboard clients and answer their questions about accounts I really enjoy being that connection between the technical side and clients helping people understand their options I think I'm a strong candidate because I have solid experience with customers I'm getting more familiar with financial products and I'm pretty detail oriented which helps me catch mistakes early I'm looking to take on more responsibility in this kind of role,i graduated about three years ago and i ve been working in customer service and client facing roles since then most recently i was at a financial services firm helping onboard clients and answer their questions about accounts i really enjoy being that connection between the technical side and clients helping people understand their options i think i m a strong candidate because i have solid experience with customers i m getting more familiar with financial products and i m pretty detail oriented which helps me catch mistakes early i m looking to take on more responsibility in this kind of role,102,102,0,0.0
personal-introduction/pi - speaker_15.wav,personal-introduction,speaker_15,Nigerian,gpt-audio-1.5,"{""transcription"": ""I graduated about three years ago and I've been working in customer service and client facing roles since then most recently I was at a financial services firm helping onboard clients and answer their questions about accounts I really enjoy being that connection between the technical side and clients helping people understand their options I think I'm a strong candidate because I have solid experience with customers I'm getting more familiar with financial products and I'm pretty detail oriented which helps me catch mistakes early I'm looking to take on more responsibility in this kind of role""}",transcription i graduated about three years ago and i ve been working in customer service and client facing roles since then most recently i was at a financial services firm helping onboard clients and answer their questions about accounts i really enjoy being that connection between the technical side and clients helping people understand their options i think i m a strong candidate because i have solid experience with customers i m getting more familiar with financial products and i m pretty detail oriented which helps me catch mistakes early i m looking to take on more responsibility in this kind of role,102,103,1,0.0098
personal-introduction/pi - speaker_14.wav,personal-introduction,speaker_14,Indian,gpt-audio-1.5,"{""spoken_words"": ""I graduated about three years ago and I've been working in customer service and client facing roles since then most recently I was at a financial services firm helping onboard clients and answer their questions about accounts I really enjoy being that connection between the technical side and clients helping people understand their options I think I'm a strong candidate because I have solid experience with customers and getting more familiar with financial products and I'm pretty detail oriented which helps me catch mistakes early I'm looking to take on more responsibility in this kind of role""}",spoken words i graduated about three years ago and i ve been working in customer service and client facing roles since then most recently i was at a financial services firm helping onboard clients and answer their questions about accounts i really enjoy being that connection between the technical side and clients helping people understand their options i think i m a strong candidate because i have solid experience with customers and getting more familiar with financial products and i m pretty detail oriented which helps me catch mistakes early i m looking to take on more responsibility in this kind of role,102,103,4,0.0392
personal-introduction/pi - speaker_19.wav,personal-introduction,speaker_19,Chinese,gpt-audio-1.5,"{""spoke_words"": ""I graduated about three years ago and I've been working in customer service and client facing roles since then most recently I was at a financial services firm helping onboard clients and answer their questions about accounts I really enjoy being that connection between the technical side and clients helping people understand their options I think I'm a strong candidate because I have solid experience with customers I'm getting more familiar with financial products and I'm pretty detail oriented which helps me catch mistakes early I'm looking to take on more responsibility in this kind of role""}",spoke words i graduated about three years ago and i ve been working in customer service and client facing roles since then most recently i was at a financial services firm helping onboard clients and answer their questions about accounts i really enjoy being that connection between the technical side and clients helping people understand their options i think i m a strong candidate because i have solid experience with customers i m getting more familiar with financial products and i m pretty detail oriented which helps me catch mistakes early i m looking to take on more responsibility in this kind of role,102,104,2,0.0196
personal-introduction/pi - speaker_22.wav,personal-introduction,speaker_22,Indian,gpt-audio-1.5,I graduated about three years ago and I've been working in customer services and client facing roles since then most recently I was at a financial services firm helping onboard clients and answer their questions about accounts I really enjoy being that connection between the technical side and clients helping people understand their options I think I'm a strong candidate because I have solid experience with customers I'm getting more familiar with financial products and I'm pretty detail oriented which helps me catch mistakes early I'm looking to take on more responsibility in this kind of role,i graduated about three years ago and i ve been working in customer services and client facing roles since then most recently i was at a financial services firm helping onboard clients and answer their questions about accounts i really enjoy being that connection between the technical side and clients helping people understand their options i think i m a strong candidate because i have solid experience with customers i m getting more familiar with financial products and i m pretty detail oriented which helps me catch mistakes early i m looking to take on more responsibility in this kind of role,102,102,1,0.0098
personal-introduction/pi - speaker_21.wav,personal-introduction,speaker_21,British,gpt-audio-1.5,I graduated about three years ago and I've been working in customer service and client facing roles since then most recently I was at a financial services firm helping onboard clients and answer their questions about accounts I really enjoy being that connection between the technical side and clients helping people understand their options I think I'm a strong candidate because I have solid experience with customers I'm getting more familiar with financial products and I'm pretty detail oriented which helps me catch mistakes early I'm looking to take on more responsibility in this kind of role,i graduated about three years ago and i ve been working in customer service and client facing roles since then most recently i was at a financial services firm helping onboard clients and answer their questions about accounts i really enjoy being that connection between the technical side and clients helping people understand their options i think i m a strong candidate because i have solid experience with customers i m getting more familiar with financial products and i m pretty detail oriented which helps me catch mistakes early i m looking to take on more responsibility in this kind of role,102,102,0,0.0
personal-introduction/pi - speaker_20.wav,personal-introduction,speaker_20,Chinese,gpt-audio-1.5,I graduated about three years ago and I have been working in customer service and client facing roles since then most recently I was at a financial services firm helping onboard clients and answer their questions about accounts I really enjoy being that connection between the technical side and clients helping people understand their options I think I am a strong candidate because I have solid experience with customers I am getting more familiar with financial products and I am pretty detail oriented which helps me catch mistakes earlier I am looking to take on more responsibility in this kind of role,i graduated about three years ago and i have been working in customer service and client facing roles since then most recently i was at a financial services firm helping onboard clients and answer their questions about accounts i really enjoy being that connection between the technical side and clients helping people understand their options i think i am a strong candidate because i have solid experience with customers i am getting more familiar with financial products and i am pretty detail oriented which helps me catch mistakes earlier i am looking to take on more responsibility in this kind of role,102,102,6,0.0588
personal-introduction/pi - speaker_34.wav,personal-introduction,speaker_34,Indian,gpt-audio-1.5,"{""spoken_words"": ""I graduated about three years ago and have been working in customer service and client facing roles since then most recently I was at a financial services firm helping onboard clients and answer their questions about accounts I really enjoy being that connection between the technical side and clients helping people understand their options I think I'm a strong candidate because I have solid experience with customers getting more familiar with financial products and I'm pretty detail oriented which helps me catch mistakes early I'm looking to take on more responsibility in this kind of role""}",spoken words i graduated about three years ago and have been working in customer service and client facing roles since then most recently i was at a financial services firm helping onboard clients and answer their questions about accounts i really enjoy being that connection between the technical side and clients helping people understand their options i think i m a strong candidate because i have solid experience with customers getting more familiar with financial products and i m pretty detail oriented which helps me catch mistakes early i m looking to take on more responsibility in this kind of role,102,101,6,0.0588
personal-introduction/pi - speaker_51.wav,personal-introduction,speaker_51,Chinese,gpt-audio-1.5,"{""spoken_words"": ""I graduated about three years ago and I have been working in customer service and client facing roles since then most recently I was at a financial service firm helping onboard clients and answer their questions about accounts I really enjoy being that connection between the technical side and clients helping people understand their options I think I am a strong candidate because I have solid experience with customers I am getting more familiar with financial products and I am pretty detail oriented which help me catch mistakes early I am looking to take on more responsibilities in this kind of role""}",spoken words i graduated about three years ago and i have been working in customer service and client facing roles since then most recently i was at a financial service firm helping onboard clients and answer their questions about accounts i really enjoy being that connection between the technical side and clients helping people understand their options i think i am a strong candidate because i have solid experience with customers i am getting more familiar with financial products and i am pretty detail oriented which help me catch mistakes early i am looking to take on more responsibilities in this kind of role,102,104,10,0.098
personal-introduction/pi - speaker_50.wav,personal-introduction,speaker_50,British,gpt-audio-1.5,"{""spoken_words"": ""I graduated about three years ago and I've been working in customer service and client facing roles since then most recently I was at a financial services firm helping onboard clients and answer their questions about accounts I really enjoy being that connection between the technical side and the clients helping people understand their options I think I'm a strong candidate because I have a solid experience with customers I'm getting more familiar with financial products and I'm pretty detail oriented which helps me catch mistakes early I'm looking to take on more responsibility in this kind of role""}",spoken words i graduated about three years ago and i ve been working in customer service and client facing roles since then most recently i was at a financial services firm helping onboard clients and answer their questions about accounts i really enjoy being that connection between the technical side and the clients helping people understand their options i think i m a strong candidate because i have a solid experience with customers i m getting more familiar with financial products and i m pretty detail oriented which helps me catch mistakes early i m looking to take on more responsibility in this kind of role,102,106,4,0.0392
personal-introduction/pi - speaker_49.wav,personal-introduction,speaker_49,American,gpt-audio-1.5,I graduated about three years ago and I've been working in customer service and client facing roles since then most recently I was at a financial services firm helping onboard clients and answer their questions about accounts I really enjoy being that connection between the technical side and clients helping people understand their options I think I'm a strong candidate because I have a solid experience with customers I'm getting more familiar with financial products and I'm pretty detail oriented which helps me catch mistakes early I'm looking to take on more responsibility in this kind of role,i graduated about three years ago and i ve been working in customer service and client facing roles since then most recently i was at a financial services firm helping onboard clients and answer their questions about accounts i really enjoy being that connection between the technical side and clients helping people understand their options i think i m a strong candidate because i have a solid experience with customers i m getting more familiar with financial products and i m pretty detail oriented which helps me catch mistakes early i m looking to take on more responsibility in this kind of role,102,103,1,0.0098
personal-introduction/pi - speaker_48.wav,personal-introduction,speaker_48,Chinese,gpt-audio-1.5,I graduated about three years ago and I've been working in customer service and client facing roles since then most recently I was financial service firm helping abroad clients and answer their questions about accounts I really enjoying being the connection between the technical side and clients helping people understanding their options I think I'm strong candidate because I have solid experience with customers I'm getting more familiar with the financial products and I'm pretty detail oriented which help me to catch mistakes early I'm looking to take on more responsibility in this kind of a role,i graduated about three years ago and i ve been working in customer service and client facing roles since then most recently i was financial service firm helping abroad clients and answer their questions about accounts i really enjoying being the connection between the technical side and clients helping people understanding their options i think i m strong candidate because i have solid experience with customers i m getting more familiar with the financial products and i m pretty detail oriented which help me to catch mistakes early i m looking to take on more responsibility in this kind of a role,102,102,12,0.1176
personal-introduction/pi - speaker_46.wav,personal-introduction,speaker_46,Chinese,gpt-audio-1.5,I graduated about three years ago and I have been working in customer service and client facing roles since then most recently I was at a financial service firm helping onboard clients and answer their questions about accounts I really enjoy being that connection between technical side and the clients helping people understand their options I think I am a strong candidate because I have solid experience with customers I am getting more familiar with financial products and I am pretty detail oriented which helps me catch mistakes earlier I am looking to take on more responsibility in this kind of role,i graduated about three years ago and i have been working in customer service and client facing roles since then most recently i was at a financial service firm helping onboard clients and answer their questions about accounts i really enjoy being that connection between technical side and the clients helping people understand their options i think i am a strong candidate because i have solid experience with customers i am getting more familiar with financial products and i am pretty detail oriented which helps me catch mistakes earlier i am looking to take on more responsibility in this kind of role,102,102,9,0.0882
client-disagreement/cd - speaker_47.wav,client-disagreement,speaker_47,British,gpt-audio-1.5,"{""text"": ""I had a client who wanted to put a lot of their portfolio in one tech stock because they worked in that industry and felt confident about it I recommended more diversification based on their risk tolerance they pushed back because they felt they had good insight instead of just agreeing or arguing I asked them to walk me through their thinking so I could understand it better then we talked through some scenarios like what would happen if that stock dropped I acknowledged they knew the industry well but explained diversification was about managing risk we ended up compromising they kept a bigger position than I suggested but not as concentrated as they wanted they appreciated that I listened""}",text i had a client who wanted to put a lot of their portfolio in one tech stock because they worked in that industry and felt confident about it i recommended more diversification based on their risk tolerance they pushed back because they felt they had good insight instead of just agreeing or arguing i asked them to walk me through their thinking so i could understand it better then we talked through some scenarios like what would happen if that stock dropped i acknowledged they knew the industry well but explained diversification was about managing risk we ended up compromising they kept a bigger position than i suggested but not as concentrated as they wanted they appreciated that i listened,120,121,1,0.0083
client-disagreement/cd - speaker_44.wav,client-disagreement,speaker_44,Indian,gpt-audio-1.5,"{""spoken_words"": ""I had a client who wanted to put a lot of their portfolio in one tech stock because they worked in that industry and felt confident about it I recommended more diversification based on their risk tolerance they pushed back because they felt they had good insight instead of just agreeing or arguing I asked them to walk me through their thinking so I could understand it better then we talked through some scenarios like what would happen if that stock dropped I acknowledged they knew the industry well but explained diversification was about managing risk we ended up compromising they kept a bigger position than I suggested but not as concentrated as they wanted they appreciated that I listened""}",spoken words i had a client who wanted to put a lot of their portfolio in one tech stock because they worked in that industry and felt confident about it i recommended more diversification based on their risk tolerance they pushed back because they felt they had good insight instead of just agreeing or arguing i asked them to walk me through their thinking so i could understand it better then we talked through some scenarios like what would happen if that stock dropped i acknowledged they knew the industry well but explained diversification was about managing risk we ended up compromising they kept a bigger position than i suggested but not as concentrated as they wanted they appreciated that i listened,120,122,2,0.0167
client-disagreement/cd - speaker_02.wav,client-disagreement,speaker_02,British,gpt-audio-1.5,"{""spoken_words"": ""I had a client who wanted to put a lot of their portfolio in one tech stock because they worked in that industry and felt confident about it I recommended more diversification based on their risk tolerance they pushed back because they felt they had good insight instead of just agreeing or arguing I asked them to walk me through their thinking so I could understand it better then we talked through some scenarios like what would happen if that stock dropped I acknowledged they knew the industry well but explained diversification was about managing risk we ended up compromising they kept a bigger position than I suggested but not as concentrated as they wanted they appreciated that I listened""}",spoken words i had a client who wanted to put a lot of their portfolio in one tech stock because they worked in that industry and felt confident about it i recommended more diversification based on their risk tolerance they pushed back because they felt they had good insight instead of just agreeing or arguing i asked them to walk me through their thinking so i could understand it better then we talked through some scenarios like what would happen if that stock dropped i acknowledged they knew the industry well but explained diversification was about managing risk we ended up compromising they kept a bigger position than i suggested but not as concentrated as they wanted they appreciated that i listened,120,122,2,0.0167
personal-introduction/pi - speaker_52.wav,personal-introduction,speaker_52,Nigerian,gpt-audio-1.5,I graduated about three years ago and I have been working in customer service and client facing roles since then most recently I was at a financial services firm helping onboard clients and answer their questions about accounts I really enjoy being that connection between the technical sides and clients helping people understand their options I think I'm a strong candidate because I have a solid experience with customers I'm getting more familiar with financial products and I'm pretty detail oriented which helps me catch mistakes early I'm looking to take on more responsibility in this kind of role,i graduated about three years ago and i have been working in customer service and client facing roles since then most recently i was at a financial services firm helping onboard clients and answer their questions about accounts i really enjoy being that connection between the technical sides and clients helping people understand their options i think i m a strong candidate because i have a solid experience with customers i m getting more familiar with financial products and i m pretty detail oriented which helps me catch mistakes early i m looking to take on more responsibility in this kind of role,102,103,3,0.0294
personal-introduction/pi - speaker_45.wav,personal-introduction,speaker_45,Nigerian,gpt-audio-1.5,I graduated about three years ago and I've been working in customer service and client facing roles since then most recently I was at a financial services firm helping onboard clients and answer their questions about accounts I really enjoy being that connection between the technical side and clients helping people understand their options I think I'm a strong candidate because I have solid experience with customers I'm getting more familiar with financial products and I'm pretty detail oriented which helps me catch mistakes early I'm looking to take on more responsibility in this kind of role,i graduated about three years ago and i ve been working in customer service and client facing roles since then most recently i was at a financial services firm helping onboard clients and answer their questions about accounts i really enjoy being that connection between the technical side and clients helping people understand their options i think i m a strong candidate because i have solid experience with customers i m getting more familiar with financial products and i m pretty detail oriented which helps me catch mistakes early i m looking to take on more responsibility in this kind of role,102,102,0,0.0
personal-introduction/pi - speaker_39.wav,personal-introduction,speaker_39,American,gpt-audio-1.5,I graduated about three years ago and I've been working in customer service and client facing roles since then most recently I was at a financial services firm helping onboard clients and answer their questions about accounts I really enjoy being that connection between the technical side and clients helping people understand their options I think I'm a strong candidate because I have solid experience with customers I'm getting more familiar with financial products and I'm pretty detail oriented which helps me catch mistakes early I'm looking to take on more responsibility in this kind of role,i graduated about three years ago and i ve been working in customer service and client facing roles since then most recently i was at a financial services firm helping onboard clients and answer their questions about accounts i really enjoy being that connection between the technical side and clients helping people understand their options i think i m a strong candidate because i have solid experience with customers i m getting more familiar with financial products and i m pretty detail oriented which helps me catch mistakes early i m looking to take on more responsibility in this kind of role,102,102,0,0.0
personal-introduction/pi - speaker_37.wav,personal-introduction,speaker_37,Chinese,gpt-audio-1.5,"{""spoken_words"": ""I graduated about three years ago and have been working in customer service and client facing roles since then most recently I was at a financial services firm helping onboard clients and answer their questions about accounts I really enjoyed being that connection between the technical side and clients helping people understand their options I think I'm a strong candidate because I have solid experience with customers I'm getting more familiar with financial products and I'm pretty detail oriented which helps me catch mistakes early I'm looking to take on more responsibility in this kind of role""}",spoken words i graduated about three years ago and have been working in customer service and client facing roles since then most recently i was at a financial services firm helping onboard clients and answer their questions about accounts i really enjoyed being that connection between the technical side and clients helping people understand their options i think i m a strong candidate because i have solid experience with customers i m getting more familiar with financial products and i m pretty detail oriented which helps me catch mistakes early i m looking to take on more responsibility in this kind of role,102,103,5,0.049
